free_spaces_number;updated_at;parking_id;HORA;FECHA
50;2021-11-04 20:25:07.043000;Fuencarral;20:25:07;2021-11-04
107;2021-11-04 20:25:27.337000;Plaza de Oriente;20:25:27;2021-11-04
37;2021-11-04 20:25:28.603000;Sánchez Bustillo;20:25:28;2021-11-04
150;2021-11-04 20:25:20.397000;Montalbán;20:25:20;2021-11-04
197;2021-11-04 20:25:05.997000;Olavide;20:25:05;2021-11-04
314;2021-11-04 20:25:19.117000;Plaza de España;20:25:19;2021-11-04
45;2021-11-04 20:25:31.180000;Plaza del Rey;20:25:31;2021-11-04
247;2021-11-04 20:25:16.497000;Plaza Mayor;20:25:16;2021-11-04
45;2021-11-04 20:25:03.550000;Villa de París;20:25:03;2021-11-04
0;2021-11-04 20:25:02.423000;Pedro Zerolo;20:25:02;2021-11-04
0;2021-11-04 20:25:33.513000;BARCO 1;20:25:33;2021-11-04
2;2021-11-04 20:25:33.840000;GRAVINA 21;20:25:33;2021-11-04
21;2021-11-04 20:25:34.327000;El Corte Inglés Callao;20:25:34;2021-11-04
44;2021-11-04 20:25:34.933000;MERCADO SAN ANTON;20:25:34;2021-11-04
28;2021-11-04 20:25:35.433000;GARAJE PIAMONTE;20:25:35;2021-11-04
26;2021-11-04 20:25:35.810000;PARKING VOT;20:25:35;2021-11-04
51;2021-11-04 20:25:36.980000;Mercado de la Cebada;20:25:36;2021-11-04
542;2021-11-04 20:26:06.747000;Nuestra Señora del Recuerdo;20:26:06;2021-11-04
268;2021-11-04 20:26:14.187000;Avenida de Portugal;20:26:14;2021-11-04
278;2021-11-04 20:25:56.493000;Almagro;20:25:56;2021-11-04
70;2021-11-04 20:25:52.547000;Jacinto Benavente;20:25:52;2021-11-04
94;2021-11-04 20:26:10.433000;Orense;20:26:10;2021-11-04
362;2021-11-04 20:26:05.527000;Marqués de Salamanca;20:26:05;2021-11-04
50;2021-11-04 20:25:59.530000;Fuencarral;20:25:59;2021-11-04
151;2021-11-04 20:26:12.967000;Montalbán;20:26:12;2021-11-04
197;2021-11-04 20:25:58.103000;Olavide;20:25:58;2021-11-04
313;2021-11-04 20:26:11.713000;Plaza de España;20:26:11;2021-11-04
247;2021-11-04 20:26:09.260000;Plaza Mayor;20:26:09;2021-11-04
45;2021-11-04 20:25:55.303000;Villa de París;20:25:55;2021-11-04
0;2021-11-04 20:25:53.883000;Pedro Zerolo;20:25:53;2021-11-04
51;2021-11-04 20:26:18.833000;Mercado de la Cebada;20:26:18;2021-11-04
542;2021-11-04 20:26:59.837000;Nuestra Señora del Recuerdo;20:26:59;2021-11-04
269;2021-11-04 20:27:07.337000;Avenida de Portugal;20:27:07;2021-11-04
280;2021-11-04 20:27:41.863000;Almagro;20:27:41;2021-11-04
71;2021-11-04 20:27:38.537000;Jacinto Benavente;20:27:38;2021-11-04
94;2021-11-04 20:27:03.503000;Orense;20:27:03;2021-11-04
362;2021-11-04 20:26:58.553000;Marqués de Salamanca;20:26:58;2021-11-04
52;2021-11-04 20:27:44.163000;Fuencarral;20:27:44;2021-11-04
151;2021-11-04 20:27:06.260000;Montalbán;20:27:06;2021-11-04
196;2021-11-04 20:27:42.967000;Olavide;20:27:42;2021-11-04
314;2021-11-04 20:27:04.837000;Plaza de España;20:27:04;2021-11-04
242;2021-11-04 20:27:02.500000;Plaza Mayor;20:27:02;2021-11-04
46;2021-11-04 20:27:40.667000;Villa de París;20:27:40;2021-11-04
1;2021-11-04 20:27:39.503000;Pedro Zerolo;20:27:39;2021-11-04
50;2021-11-04 20:27:18.890000;Mercado de la Cebada;20:27:18;2021-11-04
542;2021-11-04 20:28:39.203000;Nuestra Señora del Recuerdo;20:28:39;2021-11-04
269;2021-11-04 20:28:45.587000;Avenida de Portugal;20:28:45;2021-11-04
280;2021-11-04 20:28:31.430000;Almagro;20:28:31;2021-11-04
70;2021-11-04 20:28:28.277000;Jacinto Benavente;20:28:28;2021-11-04
94;2021-11-04 20:28:42.497000;Orense;20:28:42;2021-11-04
363;2021-11-04 20:28:38.210000;Marqués de Salamanca;20:28:38;2021-11-04
53;2021-11-04 20:28:33.357000;Fuencarral;20:28:33;2021-11-04
151;2021-11-04 20:28:44.587000;Montalbán;20:28:44;2021-11-04
196;2021-11-04 20:28:32.473000;Olavide;20:28:32;2021-11-04
316;2021-11-04 20:28:43.587000;Plaza de España;20:28:43;2021-11-04
243;2021-11-04 20:28:41.447000;Plaza Mayor;20:28:41;2021-11-04
45;2021-11-04 20:28:30.240000;Villa de París;20:28:30;2021-11-04
0;2021-11-04 20:28:29.177000;Pedro Zerolo;20:28:29;2021-11-04
50;2021-11-04 20:28:19.047000;Mercado de la Cebada;20:28:19;2021-11-04
542;2021-11-04 20:29:30.300000;Nuestra Señora del Recuerdo;20:29:30;2021-11-04
269;2021-11-04 20:29:37.683000;Avenida de Portugal;20:29:37;2021-11-04
280;2021-11-04 20:29:20.743000;Almagro;20:29:20;2021-11-04
68;2021-11-04 20:29:16.947000;Jacinto Benavente;20:29:16;2021-11-04
94;2021-11-04 20:29:34.053000;Orense;20:29:34;2021-11-04
364;2021-11-04 20:29:29.127000;Marqués de Salamanca;20:29:29;2021-11-04
54;2021-11-04 20:29:23.387000;Fuencarral;20:29:23;2021-11-04
151;2021-11-04 20:29:36.600000;Montalbán;20:29:36;2021-11-04
195;2021-11-04 20:29:22.100000;Olavide;20:29:22;2021-11-04
316;2021-11-04 20:29:35.227000;Plaza de España;20:29:35;2021-11-04
242;2021-11-04 20:29:32.883000;Plaza Mayor;20:29:32;2021-11-04
45;2021-11-04 20:29:19.570000;Villa de París;20:29:19;2021-11-04
1;2021-11-04 20:29:18.303000;Pedro Zerolo;20:29:18;2021-11-04
51;2021-11-04 20:29:44.060000;Mercado de la Cebada;20:29:44;2021-11-04
542;2021-11-04 20:30:20.743000;Nuestra Señora del Recuerdo;20:30:20;2021-11-04
269;2021-11-04 20:30:27.503000;Avenida de Portugal;20:30:27;2021-11-04
281;2021-11-04 20:30:11.840000;Almagro;20:30:11;2021-11-04
233;2021-11-04 20:30:27.707000;Luna-Tudescos;20:30:27;2021-11-04
69;2021-11-04 20:30:08.847000;Jacinto Benavente;20:30:08;2021-11-04
51;2021-11-04 20:30:29.170000;Arquitecto Ribera (Barceló);20:30:29;2021-11-04
15;2021-11-04 20:30:30.770000;Casino de la Reina;20:30:30;2021-11-04
297;2021-11-04 20:30:31.913000;Descalzas;20:30:31;2021-11-04
94;2021-11-04 20:30:24.163000;Orense;20:30:24;2021-11-04
366;2021-11-04 20:30:19.540000;Marqués de Salamanca;20:30:19;2021-11-04
54;2021-11-04 20:30:13.737000;Fuencarral;20:30:13;2021-11-04
104;2021-11-04 20:30:35.650000;Plaza de Oriente;20:30:35;2021-11-04
37;2021-11-04 20:30:37.510000;Sánchez Bustillo;20:30:37;2021-11-04
151;2021-11-04 20:30:26.540000;Montalbán;20:30:26;2021-11-04
197;2021-11-04 20:30:12.780000;Olavide;20:30:12;2021-11-04
314;2021-11-04 20:30:25.257000;Plaza de España;20:30:25;2021-11-04
45;2021-11-04 20:30:40.603000;Plaza del Rey;20:30:40;2021-11-04
242;2021-11-04 20:30:22.857000;Plaza Mayor;20:30:22;2021-11-04
46;2021-11-04 20:30:10.847000;Villa de París;20:30:10;2021-11-04
0;2021-11-04 20:30:10.003000;Pedro Zerolo;20:30:10;2021-11-04
0;2021-11-04 20:30:43.027000;BARCO 1;20:30:43;2021-11-04
2;2021-11-04 20:30:43.307000;GRAVINA 21;20:30:43;2021-11-04
21;2021-11-04 20:30:43.807000;El Corte Inglés Callao;20:30:43;2021-11-04
43;2021-11-04 20:30:44.477000;MERCADO SAN ANTON;20:30:44;2021-11-04
28;2021-11-04 20:30:45.303000;GARAJE PIAMONTE;20:30:45;2021-11-04
26;2021-11-04 20:30:45.977000;PARKING VOT;20:30:45;2021-11-04
52;2021-11-04 20:30:47.807000;Mercado de la Cebada;20:30:47;2021-11-04
542;2021-11-04 20:31:11.237000;Nuestra Señora del Recuerdo;20:31:11;2021-11-04
269;2021-11-04 20:31:18.227000;Avenida de Portugal;20:31:18;2021-11-04
285;2021-11-04 20:31:53.013000;Almagro;20:31:53;2021-11-04
68;2021-11-04 20:31:49.587000;Jacinto Benavente;20:31:49;2021-11-04
94;2021-11-04 20:31:14.477000;Orense;20:31:14;2021-11-04
366;2021-11-04 20:31:10.207000;Marqués de Salamanca;20:31:10;2021-11-04
53;2021-11-04 20:31:55.387000;Fuencarral;20:31:55;2021-11-04
151;2021-11-04 20:31:16.930000;Montalbán;20:31:16;2021-11-04
195;2021-11-04 20:31:54.207000;Olavide;20:31:54;2021-11-04
312;2021-11-04 20:31:15.807000;Plaza de España;20:31:15;2021-11-04
243;2021-11-04 20:31:13.433000;Plaza Mayor;20:31:13;2021-11-04
45;2021-11-04 20:31:51.950000;Villa de París;20:31:51;2021-11-04
0;2021-11-04 20:31:50.797000;Pedro Zerolo;20:31:50;2021-11-04
53;2021-11-04 20:31:19.323000;Mercado de la Cebada;20:31:19;2021-11-04
542;2021-11-04 20:32:54.753000;Nuestra Señora del Recuerdo;20:32:54;2021-11-04
269;2021-11-04 20:32:10.083000;Avenida de Portugal;20:32:10;2021-11-04
283;2021-11-04 20:32:45.297000;Almagro;20:32:45;2021-11-04
68;2021-11-04 20:32:41.377000;Jacinto Benavente;20:32:41;2021-11-04
94;2021-11-04 20:32:58.773000;Orense;20:32:58;2021-11-04
369;2021-11-04 20:32:53.507000;Marqués de Salamanca;20:32:53;2021-11-04
52;2021-11-04 20:32:47.627000;Fuencarral;20:32:47;2021-11-04
38;2021-11-04 20:32:52.380000;Montalbán;20:32:52;2021-11-04
198;2021-11-04 20:32:46.277000;Olavide;20:32:46;2021-11-04
312;2021-11-04 20:33:00.027000;Plaza de España;20:33:00;2021-11-04
237;2021-11-04 20:32:57.430000;Plaza Mayor;20:32:57;2021-11-04
45;2021-11-04 20:32:44.030000;Villa de París;20:32:44;2021-11-04
1;2021-11-04 20:32:42.680000;Pedro Zerolo;20:32:42;2021-11-04
52;2021-11-04 20:32:19.483000;Mercado de la Cebada;20:32:19;2021-11-04
543;2021-11-04 20:34:35.020000;Nuestra Señora del Recuerdo;20:34:35;2021-11-04
270;2021-11-04 20:34:41.753000;Avenida de Portugal;20:34:41;2021-11-04
282;2021-11-04 20:34:26.567000;Almagro;20:34:26;2021-11-04
69;2021-11-04 20:34:23.967000;Jacinto Benavente;20:34:23;2021-11-04
94;2021-11-04 20:34:38.447000;Orense;20:34:38;2021-11-04
371;2021-11-04 20:34:33.830000;Marqués de Salamanca;20:34:33;2021-11-04
50;2021-11-04 20:34:28.647000;Fuencarral;20:34:28;2021-11-04
151;2021-11-04 20:34:40.700000;Montalbán;20:34:40;2021-11-04
197;2021-11-04 20:34:27.630000;Olavide;20:34:27;2021-11-04
312;2021-11-04 20:34:39.647000;Plaza de España;20:34:39;2021-11-04
237;2021-11-04 20:34:37.273000;Plaza Mayor;20:34:37;2021-11-04
44;2021-11-04 20:34:25.753000;Villa de París;20:34:25;2021-11-04
0;2021-11-04 20:34:24.920000;Pedro Zerolo;20:34:24;2021-11-04
51;2021-11-04 20:34:19.573000;Mercado de la Cebada;20:34:19;2021-11-04
542;2021-11-04 20:35:23.803000;Nuestra Señora del Recuerdo;20:35:23;2021-11-04
270;2021-11-04 20:35:29.947000;Avenida de Portugal;20:35:29;2021-11-04
282;2021-11-04 20:35:15.827000;Almagro;20:35:15;2021-11-04
232;2021-11-04 20:35:13.887000;Luna-Tudescos;20:35:13;2021-11-04
69;2021-11-04 20:35:12.817000;Jacinto Benavente;20:35:12;2021-11-04
43;2021-11-04 20:35:16.437000;Arquitecto Ribera (Barceló);20:35:16;2021-11-04
16;2021-11-04 20:35:17.627000;Casino de la Reina;20:35:17;2021-11-04
296;2021-11-04 20:35:20.317000;Descalzas;20:35:20;2021-11-04
94;2021-11-04 20:35:26.837000;Orense;20:35:26;2021-11-04
373;2021-11-04 20:35:22.913000;Marqués de Salamanca;20:35:22;2021-11-04
50;2021-11-04 20:35:17.767000;Fuencarral;20:35:17;2021-11-04
40;2021-11-04 20:35:24.553000;Sánchez Bustillo;20:35:24;2021-11-04
151;2021-11-04 20:35:28.977000;Montalbán;20:35:28;2021-11-04
195;2021-11-04 20:35:16.830000;Olavide;20:35:16;2021-11-04
314;2021-11-04 20:35:27.887000;Plaza de España;20:35:27;2021-11-04
41;2021-11-04 20:35:27.397000;Plaza del Rey;20:35:27;2021-11-04
237;2021-11-04 20:35:25.897000;Plaza Mayor;20:35:25;2021-11-04
44;2021-11-04 20:35:14.873000;Villa de París;20:35:14;2021-11-04
0;2021-11-04 20:35:13.780000;Pedro Zerolo;20:35:13;2021-11-04
0;2021-11-04 20:35:29.913000;BARCO 1;20:35:29;2021-11-04
2;2021-11-04 20:35:30.303000;GRAVINA 21;20:35:30;2021-11-04
21;2021-11-04 20:35:30.853000;El Corte Inglés Callao;20:35:30;2021-11-04
42;2021-11-04 20:35:31.430000;MERCADO SAN ANTON;20:35:31;2021-11-04
28;2021-11-04 20:35:31.790000;GARAJE PIAMONTE;20:35:31;2021-11-04
27;2021-11-04 20:35:32.107000;PARKING VOT;20:35:32;2021-11-04
48;2021-11-04 20:35:32.920000;Mercado de la Cebada;20:35:32;2021-11-04
491;2021-11-05 14:36:15.623000;Nuestra Señora del Recuerdo;14:36:15;2021-11-05
225;2021-11-05 14:36:26.633000;Avenida de Portugal;14:36:26;2021-11-05
187;2021-11-05 14:37:03.010000;Almagro;14:37:03;2021-11-05
280;2021-11-05 14:35:16.600000;Luna-Tudescos;14:35:16;2021-11-05
98;2021-11-05 14:36:58.417000;Jacinto Benavente;14:36:58;2021-11-05
43;2021-11-05 14:35:17.367000;Arquitecto Ribera (Barceló);14:35:17;2021-11-05
273;2021-11-05 14:35:18.557000;Descalzas;14:35:18;2021-11-05
77;2021-11-05 14:36:21.127000;Orense;14:36:21;2021-11-05
296;2021-11-05 14:36:13.983000;Marqués de Salamanca;14:36:13;2021-11-05
42;2021-11-05 14:37:07.253000;Fuencarral;14:37:07;2021-11-05
178;2021-11-05 14:35:20.330000;Plaza de Oriente;14:35:20;2021-11-05
22;2021-11-05 14:35:21.487000;Sánchez Bustillo;14:35:21;2021-11-05
145;2021-11-05 14:36:24.600000;Montalbán;14:36:24;2021-11-05
169;2021-11-05 14:37:05.203000;Olavide;14:37:05;2021-11-05
343;2021-11-05 14:36:22.783000;Plaza de España;14:36:22;2021-11-05
52;2021-11-05 14:35:24.710000;Plaza del Rey;14:35:24;2021-11-05
218;2021-11-05 14:36:19.290000;Plaza Mayor;14:36:19;2021-11-05
27;2021-11-05 14:37:01.557000;Villa de París;14:37:01;2021-11-05
0;2021-11-05 14:37:00.003000;Pedro Zerolo;14:37:00;2021-11-05
23;2021-11-05 14:35:27.573000;BARCO 1;14:35:27;2021-11-05
1;2021-11-05 14:35:27.963000;GRAVINA 21;14:35:27;2021-11-05
28;2021-11-05 14:35:28.933000;MERCADO SAN ANTON;14:35:28;2021-11-05
28;2021-11-05 14:35:29.367000;GARAJE PIAMONTE;14:35:29;2021-11-05
8;2021-11-05 14:35:29.747000;PARKING VOT;14:35:29;2021-11-05
26;2021-11-05 14:36:59.630000;Mercado de la Cebada;14:36:59;2021-11-05
492;2021-11-05 14:37:17.630000;Nuestra Señora del Recuerdo;14:37:17;2021-11-05
226;2021-11-05 14:37:27.570000;Avenida de Portugal;14:37:27;2021-11-05
187;2021-11-05 14:38:04.320000;Almagro;14:38:04;2021-11-05
98;2021-11-05 14:37:59.157000;Jacinto Benavente;14:37:59;2021-11-05
77;2021-11-05 14:37:22.697000;Orense;14:37:22;2021-11-05
297;2021-11-05 14:37:15.860000;Marqués de Salamanca;14:37:15;2021-11-05
43;2021-11-05 14:38:07.507000;Fuencarral;14:38:07;2021-11-05
145;2021-11-05 14:37:26.050000;Montalbán;14:37:26;2021-11-05
167;2021-11-05 14:38:05.867000;Olavide;14:38:05;2021-11-05
343;2021-11-05 14:37:24.343000;Plaza de España;14:37:24;2021-11-05
219;2021-11-05 14:37:21.077000;Plaza Mayor;14:37:21;2021-11-05
28;2021-11-05 14:38:02.647000;Villa de París;14:38:02;2021-11-05
0;2021-11-05 14:38:00.843000;Pedro Zerolo;14:38:00;2021-11-05
24;2021-11-05 14:37:34.710000;Mercado de la Cebada;14:37:34;2021-11-05
493;2021-11-05 14:38:18.697000;Nuestra Señora del Recuerdo;14:38:18;2021-11-05
226;2021-11-05 14:38:29.327000;Avenida de Portugal;14:38:29;2021-11-05
189;2021-11-05 14:39:07.213000;Almagro;14:39:07;2021-11-05
98;2021-11-05 14:39:01.503000;Jacinto Benavente;14:39:01;2021-11-05
77;2021-11-05 14:38:23.923000;Orense;14:38:23;2021-11-05
296;2021-11-05 14:38:17.023000;Marqués de Salamanca;14:38:17;2021-11-05
43;2021-11-05 14:39:11.287000;Fuencarral;14:39:11;2021-11-05
145;2021-11-05 14:38:27.467000;Montalbán;14:38:27;2021-11-05
165;2021-11-05 14:39:09.173000;Olavide;14:39:09;2021-11-05
342;2021-11-05 14:38:25.617000;Plaza de España;14:38:25;2021-11-05
220;2021-11-05 14:38:22.307000;Plaza Mayor;14:38:22;2021-11-05
27;2021-11-05 14:39:05.260000;Villa de París;14:39:05;2021-11-05
1;2021-11-05 14:39:03.327000;Pedro Zerolo;14:39:03;2021-11-05
23;2021-11-05 14:39:14.883000;Mercado de la Cebada;14:39:14;2021-11-05
493;2021-11-05 14:39:22.417000;Nuestra Señora del Recuerdo;14:39:22;2021-11-05
227;2021-11-05 14:39:32.047000;Avenida de Portugal;14:39:32;2021-11-05
191;2021-11-05 14:40:08.980000;Almagro;14:40:08;2021-11-05
268;2021-11-05 14:40:16.593000;Luna-Tudescos;14:40:16;2021-11-05
100;2021-11-05 14:40:03.910000;Jacinto Benavente;14:40:03;2021-11-05
43;2021-11-05 14:40:17.717000;Arquitecto Ribera (Barceló);14:40:17;2021-11-05
273;2021-11-05 14:40:20.750000;Descalzas;14:40:20;2021-11-05
77;2021-11-05 14:39:27.383000;Orense;14:39:27;2021-11-05
297;2021-11-05 14:40:22.080000;Marqués de Salamanca;14:40:22;2021-11-05
97;2021-11-05 14:40:12.627000;Fuencarral;14:40:12;2021-11-05
21;2021-11-05 14:40:20.187000;Montalbán;14:40:20;2021-11-05
166;2021-11-05 14:40:10.777000;Olavide;14:40:10;2021-11-05
344;2021-11-05 14:39:29.040000;Plaza de España;14:39:29;2021-11-05
220;2021-11-05 14:39:25.883000;Plaza Mayor;14:39:25;2021-11-05
0;2021-11-05 14:40:05.773000;Pedro Zerolo;14:40:05;2021-11-05
24;2021-11-05 14:39:34.943000;Mercado de la Cebada;14:39:34;2021-11-05
496;2021-11-05 14:41:24.583000;Nuestra Señora del Recuerdo;14:41:24;2021-11-05
227;2021-11-05 14:40:35.303000;Avenida de Portugal;14:40:35;2021-11-05
192;2021-11-05 14:41:11.707000;Almagro;14:41:11;2021-11-05
100;2021-11-05 14:41:07.113000;Jacinto Benavente;14:41:07;2021-11-05
77;2021-11-05 14:40:29.867000;Orense;14:40:29;2021-11-05
299;2021-11-05 14:41:22.993000;Marqués de Salamanca;14:41:22;2021-11-05
98;2021-11-05 14:41:14.787000;Fuencarral;14:41:14;2021-11-05
174;2021-11-05 14:40:23.580000;Plaza de Oriente;14:40:23;2021-11-05
21;2021-11-05 14:40:26.067000;Sánchez Bustillo;14:40:26;2021-11-05
21;2021-11-05 14:41:21.247000;Montalbán;14:41:21;2021-11-05
166;2021-11-05 14:41:13.070000;Olavide;14:41:13;2021-11-05
347;2021-11-05 14:40:31.617000;Plaza de España;14:40:31;2021-11-05
52;2021-11-05 14:40:30.117000;Plaza del Rey;14:40:30;2021-11-05
220;2021-11-05 14:40:28.023000;Plaza Mayor;14:40:28;2021-11-05
27;2021-11-05 14:41:10.300000;Villa de París;14:41:10;2021-11-05
0;2021-11-05 14:41:08.787000;Pedro Zerolo;14:41:08;2021-11-05
23;2021-11-05 14:40:35.367000;BARCO 1;14:40:35;2021-11-05
0;2021-11-05 14:40:37.053000;GRAVINA 21;14:40:37;2021-11-05
28;2021-11-05 14:40:39.477000;MERCADO SAN ANTON;14:40:39;2021-11-05
28;2021-11-05 14:40:40.900000;GARAJE PIAMONTE;14:40:40;2021-11-05
9;2021-11-05 14:40:42.463000;PARKING VOT;14:40:42;2021-11-05
24;2021-11-05 14:40:48.683000;Mercado de la Cebada;14:40:48;2021-11-05
497;2021-11-05 14:42:24.847000;Nuestra Señora del Recuerdo;14:42:24;2021-11-05
227;2021-11-05 14:41:34.867000;Avenida de Portugal;14:41:34;2021-11-05
195;2021-11-05 14:42:11.280000;Almagro;14:42:11;2021-11-05
100;2021-11-05 14:42:06.480000;Jacinto Benavente;14:42:06;2021-11-05
76;2021-11-05 14:42:30.017000;Orense;14:42:30;2021-11-05
299;2021-11-05 14:42:23.177000;Marqués de Salamanca;14:42:23;2021-11-05
97;2021-11-05 14:42:14.607000;Fuencarral;14:42:14;2021-11-05
23;2021-11-05 14:42:21.550000;Montalbán;14:42:21;2021-11-05
166;2021-11-05 14:42:12.970000;Olavide;14:42:12;2021-11-05
347;2021-11-05 14:41:31.397000;Plaza de España;14:41:31;2021-11-05
219;2021-11-05 14:42:28.360000;Plaza Mayor;14:42:28;2021-11-05
27;2021-11-05 14:42:09.667000;Villa de París;14:42:09;2021-11-05
0;2021-11-05 14:42:08.120000;Pedro Zerolo;14:42:08;2021-11-05
24;2021-11-05 14:42:10.153000;Mercado de la Cebada;14:42:10;2021-11-05
497;2021-11-05 14:43:26.210000;Nuestra Señora del Recuerdo;14:43:26;2021-11-05
228;2021-11-05 14:42:35.383000;Avenida de Portugal;14:42:35;2021-11-05
195;2021-11-05 14:43:12.097000;Almagro;14:43:12;2021-11-05
100;2021-11-05 14:43:07.157000;Jacinto Benavente;14:43:07;2021-11-05
76;2021-11-05 14:43:31.017000;Orense;14:43:31;2021-11-05
298;2021-11-05 14:43:24.287000;Marqués de Salamanca;14:43:24;2021-11-05
89;2021-11-05 14:43:15.417000;Fuencarral;14:43:15;2021-11-05
23;2021-11-05 14:43:22.280000;Montalbán;14:43:22;2021-11-05
166;2021-11-05 14:43:13.803000;Olavide;14:43:13;2021-11-05
347;2021-11-05 14:43:33.170000;Plaza de España;14:43:33;2021-11-05
221;2021-11-05 14:43:29.407000;Plaza Mayor;14:43:29;2021-11-05
27;2021-11-05 14:43:10.493000;Villa de París;14:43:10;2021-11-05
0;2021-11-05 14:43:08.647000;Pedro Zerolo;14:43:08;2021-11-05
24;2021-11-05 14:43:00.263000;Mercado de la Cebada;14:43:00;2021-11-05
497;2021-11-05 14:44:29.300000;Nuestra Señora del Recuerdo;14:44:29;2021-11-05
229;2021-11-05 14:43:36.657000;Avenida de Portugal;14:43:36;2021-11-05
194;2021-11-05 14:44:14.137000;Almagro;14:44:14;2021-11-05
98;2021-11-05 14:44:08.553000;Jacinto Benavente;14:44:08;2021-11-05
76;2021-11-05 14:44:34.577000;Orense;14:44:34;2021-11-05
299;2021-11-05 14:44:27.703000;Marqués de Salamanca;14:44:27;2021-11-05
89;2021-11-05 14:44:18.133000;Fuencarral;14:44:18;2021-11-05
148;2021-11-05 14:44:38.190000;Montalbán;14:44:38;2021-11-05
166;2021-11-05 14:44:16.210000;Olavide;14:44:16;2021-11-05
349;2021-11-05 14:44:36.450000;Plaza de España;14:44:36;2021-11-05
223;2021-11-05 14:44:32.790000;Plaza Mayor;14:44:32;2021-11-05
28;2021-11-05 14:44:12.273000;Villa de París;14:44:12;2021-11-05
0;2021-11-05 14:44:10.137000;Pedro Zerolo;14:44:10;2021-11-05
24;2021-11-05 14:44:00.310000;Mercado de la Cebada;14:44:00;2021-11-05
497;2021-11-05 14:45:31.487000;Nuestra Señora del Recuerdo;14:45:31;2021-11-05
230;2021-11-05 14:45:41.773000;Avenida de Portugal;14:45:41;2021-11-05
199;2021-11-05 14:45:16.437000;Almagro;14:45:16;2021-11-05
256;2021-11-05 14:45:16.780000;Luna-Tudescos;14:45:16;2021-11-05
98;2021-11-05 14:45:11.243000;Jacinto Benavente;14:45:11;2021-11-05
43;2021-11-05 14:45:18.603000;Arquitecto Ribera (Barceló);14:45:18;2021-11-05
275;2021-11-05 14:45:22.397000;Descalzas;14:45:22;2021-11-05
77;2021-11-05 14:45:37.037000;Orense;14:45:37;2021-11-05
299;2021-11-05 14:45:29.970000;Marqués de Salamanca;14:45:29;2021-11-05
88;2021-11-05 14:45:20.240000;Fuencarral;14:45:20;2021-11-05
178;2021-11-05 14:45:25.353000;Plaza de Oriente;14:45:25;2021-11-05
18;2021-11-05 14:45:27.627000;Sánchez Bustillo;14:45:27;2021-11-05
148;2021-11-05 14:45:40.207000;Montalbán;14:45:40;2021-11-05
167;2021-11-05 14:45:18.430000;Olavide;14:45:18;2021-11-05
351;2021-11-05 14:45:38.600000;Plaza de España;14:45:38;2021-11-05
49;2021-11-05 14:45:31.907000;Plaza del Rey;14:45:31;2021-11-05
222;2021-11-05 14:45:35.093000;Plaza Mayor;14:45:35;2021-11-05
28;2021-11-05 14:45:14.307000;Villa de París;14:45:14;2021-11-05
0;2021-11-05 14:45:12.280000;Pedro Zerolo;14:45:12;2021-11-05
23;2021-11-05 14:45:36.063000;BARCO 1;14:45:36;2021-11-05
1;2021-11-05 14:45:37.100000;GRAVINA 21;14:45:37;2021-11-05
28;2021-11-05 14:45:38.897000;MERCADO SAN ANTON;14:45:38;2021-11-05
28;2021-11-05 14:45:39.990000;GARAJE PIAMONTE;14:45:39;2021-11-05
7;2021-11-05 14:45:41.413000;PARKING VOT;14:45:41;2021-11-05
24;2021-11-05 14:45:00.400000;Mercado de la Cebada;14:45:00;2021-11-05
498;2021-11-05 14:46:31.367000;Nuestra Señora del Recuerdo;14:46:31;2021-11-05
230;2021-11-05 14:46:41.297000;Avenida de Portugal;14:46:41;2021-11-05
199;2021-11-05 14:46:18.433000;Almagro;14:46:18;2021-11-05
99;2021-11-05 14:46:13.437000;Jacinto Benavente;14:46:13;2021-11-05
77;2021-11-05 14:46:36.340000;Orense;14:46:36;2021-11-05
298;2021-11-05 14:46:29.627000;Marqués de Salamanca;14:46:29;2021-11-05
90;2021-11-05 14:46:21.687000;Fuencarral;14:46:21;2021-11-05
148;2021-11-05 14:46:39.510000;Montalbán;14:46:39;2021-11-05
167;2021-11-05 14:46:19.903000;Olavide;14:46:19;2021-11-05
350;2021-11-05 14:46:37.997000;Plaza de España;14:46:37;2021-11-05
222;2021-11-05 14:46:34.823000;Plaza Mayor;14:46:34;2021-11-05
29;2021-11-05 14:46:16.657000;Villa de París;14:46:16;2021-11-05
0;2021-11-05 14:46:15.060000;Pedro Zerolo;14:46:15;2021-11-05
23;2021-11-05 14:46:35.683000;Mercado de la Cebada;14:46:35;2021-11-05
499;2021-11-05 14:47:31.930000;Nuestra Señora del Recuerdo;14:47:31;2021-11-05
230;2021-11-05 14:47:42.940000;Avenida de Portugal;14:47:42;2021-11-05
200;2021-11-05 14:47:18.390000;Almagro;14:47:18;2021-11-05
97;2021-11-05 14:47:13.213000;Jacinto Benavente;14:47:13;2021-11-05
77;2021-11-05 14:47:37.503000;Orense;14:47:37;2021-11-05
298;2021-11-05 14:47:30.327000;Marqués de Salamanca;14:47:30;2021-11-05
91;2021-11-05 14:47:21.607000;Fuencarral;14:47:21;2021-11-05
148;2021-11-05 14:47:40.897000;Montalbán;14:47:40;2021-11-05
167;2021-11-05 14:47:20.077000;Olavide;14:47:20;2021-11-05
350;2021-11-05 14:47:39.083000;Plaza de España;14:47:39;2021-11-05
220;2021-11-05 14:47:35.477000;Plaza Mayor;14:47:35;2021-11-05
29;2021-11-05 14:47:16.857000;Villa de París;14:47:16;2021-11-05
