free_spaces_number;updated_at;parking_id;HORA;FECHA
89;2021-11-05 15:54:10.467000;Orense;15:54:10;2021-11-05
300;2021-11-05 15:54:03.010000;Marqués de Salamanca;15:54:03;2021-11-05
94;2021-11-05 15:53:53.397000;Fuencarral;15:53:53;2021-11-05
156;2021-11-05 15:54:14.627000;Montalbán;15:54:14;2021-11-05
159;2021-11-05 15:53:51.437000;Olavide;15:53:51;2021-11-05
357;2021-11-05 15:54:12.437000;Plaza de España;15:54:12;2021-11-05
234;2021-11-05 15:54:08.640000;Plaza Mayor;15:54:08;2021-11-05
37;2021-11-05 15:53:47.483000;Villa de París;15:53:47;2021-11-05
0;2021-11-05 15:53:45.497000;Pedro Zerolo;15:53:45;2021-11-05
26;2021-11-05 15:54:06.797000;Mercado de la Cebada;15:54:06;2021-11-05
525;2021-11-05 15:55:09.570000;Nuestra Señora del Recuerdo;15:55:09;2021-11-05
237;2021-11-05 15:55:20.673000;Avenida de Portugal;15:55:20;2021-11-05
246;2021-11-05 15:54:53.963000;Almagro;15:54:53;2021-11-05
244;2021-11-05 15:55:17.370000;Luna-Tudescos;15:55:17;2021-11-05
129;2021-11-05 15:54:48.537000;Jacinto Benavente;15:54:48;2021-11-05
39;2021-11-05 15:55:18.627000;Arquitecto Ribera (Barceló);15:55:18;2021-11-05
292;2021-11-05 15:55:20.250000;Descalzas;15:55:20;2021-11-05
89;2021-11-05 15:55:15.257000;Orense;15:55:15;2021-11-05
300;2021-11-05 15:55:07.910000;Marqués de Salamanca;15:55:07;2021-11-05
93;2021-11-05 15:54:57.887000;Fuencarral;15:54:57;2021-11-05
125;2021-11-05 15:55:22.393000;Plaza de Oriente;15:55:22;2021-11-05
15;2021-11-05 15:55:23.813000;Sánchez Bustillo;15:55:23;2021-11-05
157;2021-11-05 15:55:18.923000;Montalbán;15:55:18;2021-11-05
160;2021-11-05 15:54:55.777000;Olavide;15:54:55;2021-11-05
357;2021-11-05 15:55:16.960000;Plaza de España;15:55:16;2021-11-05
54;2021-11-05 15:55:26.200000;Plaza del Rey;15:55:26;2021-11-05
235;2021-11-05 15:55:13.347000;Plaza Mayor;15:55:13;2021-11-05
37;2021-11-05 15:54:51.980000;Villa de París;15:54:51;2021-11-05
0;2021-11-05 15:54:50.213000;Pedro Zerolo;15:54:50;2021-11-05
17;2021-11-05 15:55:28.483000;BARCO 1;15:55:28;2021-11-05
0;2021-11-05 15:55:28.907000;GRAVINA 21;15:55:28;2021-11-05
29;2021-11-05 15:55:29.810000;MERCADO SAN ANTON;15:55:29;2021-11-05
28;2021-11-05 15:55:30.297000;GARAJE PIAMONTE;15:55:30;2021-11-05
7;2021-11-05 15:55:30.890000;PARKING VOT;15:55:30;2021-11-05
26;2021-11-05 15:55:32.047000;Mercado de la Cebada;15:55:32;2021-11-05
525;2021-11-05 15:56:13.603000;Nuestra Señora del Recuerdo;15:56:13;2021-11-05
236;2021-11-05 15:56:24.603000;Avenida de Portugal;15:56:24;2021-11-05
247;2021-11-05 15:55:58.033000;Almagro;15:55:58;2021-11-05
131;2021-11-05 15:55:52.420000;Jacinto Benavente;15:55:52;2021-11-05
88;2021-11-05 15:56:19.150000;Orense;15:56:19;2021-11-05
300;2021-11-05 15:56:11.773000;Marqués de Salamanca;15:56:11;2021-11-05
92;2021-11-05 15:56:01.937000;Fuencarral;15:56:01;2021-11-05
157;2021-11-05 15:56:22.930000;Montalbán;15:56:22;2021-11-05
160;2021-11-05 15:56:00.133000;Olavide;15:56:00;2021-11-05
356;2021-11-05 15:56:21.240000;Plaza de España;15:56:21;2021-11-05
235;2021-11-05 15:56:17.213000;Plaza Mayor;15:56:17;2021-11-05
36;2021-11-05 15:55:56.173000;Villa de París;15:55:56;2021-11-05
0;2021-11-05 15:55:54.267000;Pedro Zerolo;15:55:54;2021-11-05
27;2021-11-05 15:56:36.997000;Mercado de la Cebada;15:56:36;2021-11-05
525;2021-11-05 15:57:14.567000;Nuestra Señora del Recuerdo;15:57:14;2021-11-05
235;2021-11-05 15:57:24.100000;Avenida de Portugal;15:57:24;2021-11-05
247;2021-11-05 15:57:01.280000;Almagro;15:57:01;2021-11-05
134;2021-11-05 15:56:56.717000;Jacinto Benavente;15:56:56;2021-11-05
88;2021-11-05 15:57:19.323000;Orense;15:57:19;2021-11-05
301;2021-11-05 15:57:12.897000;Marqués de Salamanca;15:57:12;2021-11-05
94;2021-11-05 15:57:04.730000;Fuencarral;15:57:04;2021-11-05
157;2021-11-05 15:57:22.543000;Montalbán;15:57:22;2021-11-05
161;2021-11-05 15:57:02.993000;Olavide;15:57:02;2021-11-05
355;2021-11-05 15:57:20.933000;Plaza de España;15:57:20;2021-11-05
235;2021-11-05 15:57:17.737000;Plaza Mayor;15:57:17;2021-11-05
37;2021-11-05 15:56:59.840000;Villa de París;15:56:59;2021-11-05
0;2021-11-05 15:56:58.297000;Pedro Zerolo;15:56:58;2021-11-05
26;2021-11-05 15:57:37.133000;Mercado de la Cebada;15:57:37;2021-11-05
525;2021-11-05 15:58:15.617000;Nuestra Señora del Recuerdo;15:58:15;2021-11-05
235;2021-11-05 15:58:27.517000;Avenida de Portugal;15:58:27;2021-11-05
248;2021-11-05 15:58:00.907000;Almagro;15:58:00;2021-11-05
135;2021-11-05 15:57:55.890000;Jacinto Benavente;15:57:55;2021-11-05
88;2021-11-05 15:58:21.953000;Orense;15:58:21;2021-11-05
300;2021-11-05 15:58:13.720000;Marqués de Salamanca;15:58:13;2021-11-05
95;2021-11-05 15:58:04.767000;Fuencarral;15:58:04;2021-11-05
157;2021-11-05 15:58:25.487000;Montalbán;15:58:25;2021-11-05
160;2021-11-05 15:58:02.987000;Olavide;15:58:02;2021-11-05
355;2021-11-05 15:58:23.733000;Plaza de España;15:58:23;2021-11-05
234;2021-11-05 15:58:19.710000;Plaza Mayor;15:58:19;2021-11-05
39;2021-11-05 15:57:59.343000;Villa de París;15:57:59;2021-11-05
0;2021-11-05 15:57:57.687000;Pedro Zerolo;15:57:57;2021-11-05
24;2021-11-05 15:58:37.533000;Mercado de la Cebada;15:58:37;2021-11-05
526;2021-11-05 15:59:20.050000;Nuestra Señora del Recuerdo;15:59:20;2021-11-05
235;2021-11-05 15:59:30.520000;Avenida de Portugal;15:59:30;2021-11-05
247;2021-11-05 15:59:05.373000;Almagro;15:59:05;2021-11-05
136;2021-11-05 15:58:59.777000;Jacinto Benavente;15:58:59;2021-11-05
88;2021-11-05 15:59:25.237000;Orense;15:59:25;2021-11-05
299;2021-11-05 15:59:18.160000;Marqués de Salamanca;15:59:18;2021-11-05
96;2021-11-05 15:59:08.887000;Fuencarral;15:59:08;2021-11-05
157;2021-11-05 15:59:28.753000;Montalbán;15:59:28;2021-11-05
160;2021-11-05 15:59:07.157000;Olavide;15:59:07;2021-11-05
354;2021-11-05 15:59:27.037000;Plaza de España;15:59:27;2021-11-05
235;2021-11-05 15:59:23.520000;Plaza Mayor;15:59:23;2021-11-05
40;2021-11-05 15:59:03.390000;Villa de París;15:59:03;2021-11-05
0;2021-11-05 15:59:01.587000;Pedro Zerolo;15:59:01;2021-11-05
24;2021-11-05 15:59:37.337000;Mercado de la Cebada;15:59:37;2021-11-05
525;2021-11-05 16:00:21.577000;Nuestra Señora del Recuerdo;16:00:21;2021-11-05
235;2021-11-05 16:00:32.217000;Avenida de Portugal;16:00:32;2021-11-05
248;2021-11-05 16:00:07.783000;Almagro;16:00:07;2021-11-05
246;2021-11-05 16:00:17.113000;Luna-Tudescos;16:00:17;2021-11-05
135;2021-11-05 16:00:02.467000;Jacinto Benavente;16:00:02;2021-11-05
37;2021-11-05 16:00:18.273000;Arquitecto Ribera (Barceló);16:00:18;2021-11-05
292;2021-11-05 16:00:19.623000;Descalzas;16:00:19;2021-11-05
88;2021-11-05 16:00:27.333000;Orense;16:00:27;2021-11-05
298;2021-11-05 16:00:19.670000;Marqués de Salamanca;16:00:19;2021-11-05
97;2021-11-05 16:00:10.790000;Fuencarral;16:00:10;2021-11-05
124;2021-11-05 16:00:21.327000;Plaza de Oriente;16:00:21;2021-11-05
13;2021-11-05 16:00:22.510000;Sánchez Bustillo;16:00:22;2021-11-05
157;2021-11-05 16:00:30.500000;Montalbán;16:00:30;2021-11-05
159;2021-11-05 16:00:09.113000;Olavide;16:00:09;2021-11-05
353;2021-11-05 16:00:28.857000;Plaza de España;16:00:28;2021-11-05
54;2021-11-05 16:00:24.957000;Plaza del Rey;16:00:24;2021-11-05
232;2021-11-05 16:00:25.377000;Plaza Mayor;16:00:25;2021-11-05
41;2021-11-05 16:00:05.970000;Villa de París;16:00:05;2021-11-05
1;2021-11-05 16:00:04.263000;Pedro Zerolo;16:00:04;2021-11-05
15;2021-11-05 16:00:27.257000;BARCO 1;16:00:27;2021-11-05
0;2021-11-05 16:00:27.677000;GRAVINA 21;16:00:27;2021-11-05
30;2021-11-05 16:00:28.557000;MERCADO SAN ANTON;16:00:28;2021-11-05
28;2021-11-05 16:00:28.997000;GARAJE PIAMONTE;16:00:28;2021-11-05
8;2021-11-05 16:00:29.387000;PARKING VOT;16:00:29;2021-11-05
24;2021-11-05 16:00:37.393000;Mercado de la Cebada;16:00:37;2021-11-05
525;2021-11-05 16:01:21.947000;Nuestra Señora del Recuerdo;16:01:21;2021-11-05
234;2021-11-05 16:01:31.780000;Avenida de Portugal;16:01:31;2021-11-05
247;2021-11-05 16:01:08.867000;Almagro;16:01:08;2021-11-05
136;2021-11-05 16:01:04.147000;Jacinto Benavente;16:01:04;2021-11-05
88;2021-11-05 16:01:26.857000;Orense;16:01:26;2021-11-05
298;2021-11-05 16:01:20.447000;Marqués de Salamanca;16:01:20;2021-11-05
97;2021-11-05 16:01:12.207000;Fuencarral;16:01:12;2021-11-05
157;2021-11-05 16:01:30.170000;Montalbán;16:01:30;2021-11-05
161;2021-11-05 16:01:10.423000;Olavide;16:01:10;2021-11-05
353;2021-11-05 16:01:28.593000;Plaza de España;16:01:28;2021-11-05
233;2021-11-05 16:01:25.233000;Plaza Mayor;16:01:25;2021-11-05
42;2021-11-05 16:01:07.413000;Villa de París;16:01:07;2021-11-05
0;2021-11-05 16:01:05.693000;Pedro Zerolo;16:01:05;2021-11-05
23;2021-11-05 16:01:22.447000;Mercado de la Cebada;16:01:22;2021-11-05
525;2021-11-05 16:02:22.783000;Nuestra Señora del Recuerdo;16:02:22;2021-11-05
235;2021-11-05 16:02:33.847000;Avenida de Portugal;16:02:33;2021-11-05
246;2021-11-05 16:02:09.153000;Almagro;16:02:09;2021-11-05
135;2021-11-05 16:02:03.600000;Jacinto Benavente;16:02:03;2021-11-05
87;2021-11-05 16:02:28.117000;Orense;16:02:28;2021-11-05
299;2021-11-05 16:02:21.190000;Marqués de Salamanca;16:02:21;2021-11-05
98;2021-11-05 16:02:12.817000;Fuencarral;16:02:12;2021-11-05
157;2021-11-05 16:02:31.903000;Montalbán;16:02:31;2021-11-05
161;2021-11-05 16:02:10.967000;Olavide;16:02:10;2021-11-05
353;2021-11-05 16:02:30.010000;Plaza de España;16:02:30;2021-11-05
236;2021-11-05 16:02:26.307000;Plaza Mayor;16:02:26;2021-11-05
42;2021-11-05 16:02:07.617000;Villa de París;16:02:07;2021-11-05
0;2021-11-05 16:02:05.617000;Pedro Zerolo;16:02:05;2021-11-05
24;2021-11-05 16:02:37.613000;Mercado de la Cebada;16:02:37;2021-11-05
525;2021-11-05 16:03:25.297000;Nuestra Señora del Recuerdo;16:03:25;2021-11-05
235;2021-11-05 16:03:35.520000;Avenida de Portugal;16:03:35;2021-11-05
246;2021-11-05 16:03:10.887000;Almagro;16:03:10;2021-11-05
137;2021-11-05 16:03:05.513000;Jacinto Benavente;16:03:05;2021-11-05
87;2021-11-05 16:03:30.120000;Orense;16:03:30;2021-11-05
301;2021-11-05 16:03:23.807000;Marqués de Salamanca;16:03:23;2021-11-05
98;2021-11-05 16:03:14.707000;Fuencarral;16:03:14;2021-11-05
157;2021-11-05 16:03:33.727000;Montalbán;16:03:33;2021-11-05
161;2021-11-05 16:03:12.770000;Olavide;16:03:12;2021-11-05
353;2021-11-05 16:03:31.923000;Plaza de España;16:03:31;2021-11-05
236;2021-11-05 16:03:28.650000;Plaza Mayor;16:03:28;2021-11-05
41;2021-11-05 16:03:09.233000;Villa de París;16:03:09;2021-11-05
0;2021-11-05 16:03:07.483000;Pedro Zerolo;16:03:07;2021-11-05
24;2021-11-05 16:03:37.693000;Mercado de la Cebada;16:03:37;2021-11-05
525;2021-11-05 16:04:27.537000;Nuestra Señora del Recuerdo;16:04:27;2021-11-05
236;2021-11-05 16:04:38.397000;Avenida de Portugal;16:04:38;2021-11-05
246;2021-11-05 16:04:12.937000;Almagro;16:04:12;2021-11-05
137;2021-11-05 16:04:07.440000;Jacinto Benavente;16:04:07;2021-11-05
87;2021-11-05 16:04:33.143000;Orense;16:04:33;2021-11-05
301;2021-11-05 16:04:25.847000;Marqués de Salamanca;16:04:25;2021-11-05
97;2021-11-05 16:04:16.337000;Fuencarral;16:04:16;2021-11-05
157;2021-11-05 16:04:36.440000;Montalbán;16:04:36;2021-11-05
161;2021-11-05 16:04:14.680000;Olavide;16:04:14;2021-11-05
353;2021-11-05 16:04:34.887000;Plaza de España;16:04:34;2021-11-05
236;2021-11-05 16:04:31.340000;Plaza Mayor;16:04:31;2021-11-05
41;2021-11-05 16:04:10.980000;Villa de París;16:04:10;2021-11-05
1;2021-11-05 16:04:09.190000;Pedro Zerolo;16:04:09;2021-11-05
24;2021-11-05 16:04:37.783000;Mercado de la Cebada;16:04:37;2021-11-05
524;2021-11-05 16:05:27.837000;Nuestra Señora del Recuerdo;16:05:27;2021-11-05
236;2021-11-05 16:05:37.917000;Avenida de Portugal;16:05:37;2021-11-05
247;2021-11-05 16:05:15.130000;Almagro;16:05:15;2021-11-05
243;2021-11-05 16:05:17.353000;Luna-Tudescos;16:05:17;2021-11-05
138;2021-11-05 16:05:10.157000;Jacinto Benavente;16:05:10;2021-11-05
41;2021-11-05 16:05:18.120000;Arquitecto Ribera (Barceló);16:05:18;2021-11-05
293;2021-11-05 16:05:19.227000;Descalzas;16:05:19;2021-11-05
87;2021-11-05 16:05:33.120000;Orense;16:05:33;2021-11-05
301;2021-11-05 16:05:26.243000;Marqués de Salamanca;16:05:26;2021-11-05
98;2021-11-05 16:05:18.447000;Fuencarral;16:05:18;2021-11-05
121;2021-11-05 16:05:20.880000;Plaza de Oriente;16:05:20;2021-11-05
14;2021-11-05 16:05:22.167000;Sánchez Bustillo;16:05:22;2021-11-05
157;2021-11-05 16:05:36.193000;Montalbán;16:05:36;2021-11-05
161;2021-11-05 16:05:16.900000;Olavide;16:05:16;2021-11-05
353;2021-11-05 16:05:34.580000;Plaza de España;16:05:34;2021-11-05
54;2021-11-05 16:05:24.713000;Plaza del Rey;16:05:24;2021-11-05
235;2021-11-05 16:05:31.497000;Plaza Mayor;16:05:31;2021-11-05
41;2021-11-05 16:05:13.487000;Villa de París;16:05:13;2021-11-05
0;2021-11-05 16:05:11.707000;Pedro Zerolo;16:05:11;2021-11-05
14;2021-11-05 16:05:26.887000;BARCO 1;16:05:26;2021-11-05
0;2021-11-05 16:05:27.290000;GRAVINA 21;16:05:27;2021-11-05
30;2021-11-05 16:05:28.207000;MERCADO SAN ANTON;16:05:28;2021-11-05
28;2021-11-05 16:05:28.660000;GARAJE PIAMONTE;16:05:28;2021-11-05
6;2021-11-05 16:05:29.113000;PARKING VOT;16:05:29;2021-11-05
524;2021-11-05 16:06:30.330000;Nuestra Señora del Recuerdo;16:06:30;2021-11-05
235;2021-11-05 16:06:41.650000;Avenida de Portugal;16:06:41;2021-11-05
247;2021-11-05 16:06:14.983000;Almagro;16:06:14;2021-11-05
137;2021-11-05 16:06:09.717000;Jacinto Benavente;16:06:09;2021-11-05
87;2021-11-05 16:06:36.230000;Orense;16:06:36;2021-11-05
299;2021-11-05 16:06:28.560000;Marqués de Salamanca;16:06:28;2021-11-05
98;2021-11-05 16:06:18.433000;Fuencarral;16:06:18;2021-11-05
157;2021-11-05 16:06:39.820000;Montalbán;16:06:39;2021-11-05
160;2021-11-05 16:06:16.587000;Olavide;16:06:16;2021-11-05
353;2021-11-05 16:06:38.187000;Plaza de España;16:06:38;2021-11-05
235;2021-11-05 16:06:34.307000;Plaza Mayor;16:06:34;2021-11-05
41;2021-11-05 16:06:13.247000;Villa de París;16:06:13;2021-11-05
0;2021-11-05 16:06:11.403000;Pedro Zerolo;16:06:11;2021-11-05
22;2021-11-05 16:06:38.063000;Mercado de la Cebada;16:06:38;2021-11-05
523;2021-11-05 16:07:34.357000;Nuestra Señora del Recuerdo;16:07:34;2021-11-05
235;2021-11-05 16:07:45.437000;Avenida de Portugal;16:07:45;2021-11-05
247;2021-11-05 16:07:19.107000;Almagro;16:07:19;2021-11-05
138;2021-11-05 16:07:13.367000;Jacinto Benavente;16:07:13;2021-11-05
87;2021-11-05 16:07:40.040000;Orense;16:07:40;2021-11-05
299;2021-11-05 16:07:32.257000;Marqués de Salamanca;16:07:32;2021-11-05
97;2021-11-05 16:07:22.927000;Fuencarral;16:07:22;2021-11-05
157;2021-11-05 16:07:43.730000;Montalbán;16:07:43;2021-11-05
161;2021-11-05 16:07:20.877000;Olavide;16:07:20;2021-11-05
352;2021-11-05 16:07:42.120000;Plaza de España;16:07:42;2021-11-05
234;2021-11-05 16:07:38.117000;Plaza Mayor;16:07:38;2021-11-05
41;2021-11-05 16:07:17.290000;Villa de París;16:07:17;2021-11-05
0;2021-11-05 16:07:15.213000;Pedro Zerolo;16:07:15;2021-11-05
20;2021-11-05 16:07:38.147000;Mercado de la Cebada;16:07:38;2021-11-05
523;2021-11-05 16:08:37.750000;Nuestra Señora del Recuerdo;16:08:37;2021-11-05
235;2021-11-05 16:08:48.400000;Avenida de Portugal;16:08:48;2021-11-05
246;2021-11-05 16:08:22.647000;Almagro;16:08:22;2021-11-05
138;2021-11-05 16:08:17.480000;Jacinto Benavente;16:08:17;2021-11-05
87;2021-11-05 16:08:42.923000;Orense;16:08:42;2021-11-05
299;2021-11-05 16:08:35.733000;Marqués de Salamanca;16:08:35;2021-11-05
96;2021-11-05 16:08:26.120000;Fuencarral;16:08:26;2021-11-05
157;2021-11-05 16:08:46.673000;Montalbán;16:08:46;2021-11-05
161;2021-11-05 16:08:24.430000;Olavide;16:08:24;2021-11-05
350;2021-11-05 16:08:44.800000;Plaza de España;16:08:44;2021-11-05
234;2021-11-05 16:08:41.377000;Plaza Mayor;16:08:41;2021-11-05
41;2021-11-05 16:08:21.007000;Villa de París;16:08:21;2021-11-05
0;2021-11-05 16:08:19.307000;Pedro Zerolo;16:08:19;2021-11-05
21;2021-11-05 16:08:38.127000;Mercado de la Cebada;16:08:38;2021-11-05
523;2021-11-05 16:09:38.870000;Nuestra Señora del Recuerdo;16:09:38;2021-11-05
235;2021-11-05 16:09:48.957000;Avenida de Portugal;16:09:48;2021-11-05
246;2021-11-05 16:09:25.683000;Almagro;16:09:25;2021-11-05
137;2021-11-05 16:09:20.450000;Jacinto Benavente;16:09:20;2021-11-05
87;2021-11-05 16:09:44.013000;Orense;16:09:44;2021-11-05
301;2021-11-05 16:09:37.333000;Marqués de Salamanca;16:09:37;2021-11-05
93;2021-11-05 16:09:28.983000;Fuencarral;16:09:28;2021-11-05
157;2021-11-05 16:09:47.283000;Montalbán;16:09:47;2021-11-05
161;2021-11-05 16:09:27.343000;Olavide;16:09:27;2021-11-05
349;2021-11-05 16:09:45.550000;Plaza de España;16:09:45;2021-11-05
235;2021-11-05 16:09:42.263000;Plaza Mayor;16:09:42;2021-11-05
41;2021-11-05 16:09:24.107000;Villa de París;16:09:24;2021-11-05
0;2021-11-05 16:09:21.950000;Pedro Zerolo;16:09:21;2021-11-05
20;2021-11-05 16:09:38.247000;Mercado de la Cebada;16:09:38;2021-11-05
523;2021-11-05 16:10:41.230000;Nuestra Señora del Recuerdo;16:10:41;2021-11-05
236;2021-11-05 16:10:52.317000;Avenida de Portugal;16:10:52;2021-11-05
244;2021-11-05 16:10:26.343000;Almagro;16:10:26;2021-11-05
246;2021-11-05 16:10:17.043000;Luna-Tudescos;16:10:17;2021-11-05
137;2021-11-05 16:10:20.707000;Jacinto Benavente;16:10:20;2021-11-05
40;2021-11-05 16:10:17.903000;Arquitecto Ribera (Barceló);16:10:17;2021-11-05
298;2021-11-05 16:10:19.297000;Descalzas;16:10:19;2021-11-05
87;2021-11-05 16:10:46.317000;Orense;16:10:46;2021-11-05
301;2021-11-05 16:10:39.260000;Marqués de Salamanca;16:10:39;2021-11-05
94;2021-11-05 16:10:29.817000;Fuencarral;16:10:29;2021-11-05
122;2021-11-05 16:10:21.063000;Plaza de Oriente;16:10:21;2021-11-05
14;2021-11-05 16:10:22.327000;Sánchez Bustillo;16:10:22;2021-11-05
157;2021-11-05 16:10:50.190000;Montalbán;16:10:50;2021-11-05
162;2021-11-05 16:10:28.193000;Olavide;16:10:28;2021-11-05
350;2021-11-05 16:10:48.300000;Plaza de España;16:10:48;2021-11-05
50;2021-11-05 16:10:24.860000;Plaza del Rey;16:10:24;2021-11-05
236;2021-11-05 16:10:44.610000;Plaza Mayor;16:10:44;2021-11-05
40;2021-11-05 16:10:24.453000;Villa de París;16:10:24;2021-11-05
0;2021-11-05 16:10:22.733000;Pedro Zerolo;16:10:22;2021-11-05
13;2021-11-05 16:10:28.207000;BARCO 1;16:10:28;2021-11-05
0;2021-11-05 16:10:28.693000;GRAVINA 21;16:10:28;2021-11-05
28;2021-11-05 16:10:29.597000;MERCADO SAN ANTON;16:10:29;2021-11-05
28;2021-11-05 16:10:30.053000;GARAJE PIAMONTE;16:10:30;2021-11-05
6;2021-11-05 16:10:30.677000;PARKING VOT;16:10:30;2021-11-05
19;2021-11-05 16:10:38.337000;Mercado de la Cebada;16:10:38;2021-11-05
412;2021-11-05 17:03:42.443000;Nuestra Señora del Recuerdo;17:03:42;2021-11-05
244;2021-11-05 17:03:52.700000;Avenida de Portugal;17:03:52;2021-11-05
247;2021-11-05 17:03:29.597000;Almagro;17:03:29;2021-11-05
293;2021-11-05 17:00:17.140000;Luna-Tudescos;17:00:17;2021-11-05
97;2021-11-05 17:03:25.077000;Jacinto Benavente;17:03:25;2021-11-05
46;2021-11-05 17:00:18.130000;Arquitecto Ribera (Barceló);17:00:18;2021-11-05
288;2021-11-05 17:00:19.270000;Descalzas;17:00:19;2021-11-05
84;2021-11-05 17:03:47.367000;Orense;17:03:47;2021-11-05
313;2021-11-05 17:03:40.987000;Marqués de Salamanca;17:03:40;2021-11-05
101;2021-11-05 17:03:32.743000;Fuencarral;17:03:32;2021-11-05
129;2021-11-05 17:00:21.013000;Plaza de Oriente;17:00:21;2021-11-05
1;2021-11-05 17:00:22.247000;Sánchez Bustillo;17:00:22;2021-11-05
161;2021-11-05 17:03:50.960000;Montalbán;17:03:50;2021-11-05
177;2021-11-05 17:03:31.207000;Olavide;17:03:31;2021-11-05
348;2021-11-05 17:03:49.087000;Plaza de España;17:03:49;2021-11-05
61;2021-11-05 17:00:24.707000;Plaza del Rey;17:00:24;2021-11-05
229;2021-11-05 17:03:45.710000;Plaza Mayor;17:03:45;2021-11-05
45;05/11/2021 17:03;Villa de París;07407;44505,7107
0;2021-11-05 17:03:26.483000;Pedro Zerolo;17:03:26;2021-11-05
12;2021-11-05 17:00:26.983000;BARCO 1;17:00:26;2021-11-05
0;2021-11-05 17:00:27.577000;GRAVINA 21;17:00:27;2021-11-05
40;2021-11-05 17:00:28.407000;MERCADO SAN ANTON;17:00:28;2021-11-05
28;2021-11-05 17:00:28.750000;GARAJE PIAMONTE;17:00:28;2021-11-05
8;2021-11-05 17:00:29.077000;PARKING VOT;17:00:29;2021-11-05
23;2021-11-05 17:04:13.527000;Mercado de la Cebada;17:04:13;2021-11-05
414;2021-11-05 17:04:46.437000;Nuestra Señora del Recuerdo;17:04:46;2021-11-05
243;2021-11-05 17:04:58.097000;Avenida de Portugal;17:04:58;2021-11-05
248;2021-11-05 17:04:30.667000;Almagro;17:04:30;2021-11-05
293;2021-11-05 17:05:16.807000;Luna-Tudescos;17:05:16;2021-11-05
97;2021-11-05 17:04:24.843000;Jacinto Benavente;17:04:24;2021-11-05
48;2021-11-05 17:05:17.713000;Arquitecto Ribera (Barceló);17:05:17;2021-11-05
283;2021-11-05 17:05:18.950000;Descalzas;17:05:18;2021-11-05
84;2021-11-05 17:04:51.993000;Orense;17:04:51;2021-11-05
315;2021-11-05 17:04:44.433000;Marqués de Salamanca;17:04:44;2021-11-05
103;2021-11-05 17:04:34.623000;Fuencarral;17:04:34;2021-11-05
161;2021-11-05 17:04:56.133000;Montalbán;17:04:56;2021-11-05
177;2021-11-05 17:04:32.620000;Olavide;17:04:32;2021-11-05
349;2021-11-05 17:04:53.947000;Plaza de España;17:04:53;2021-11-05
228;2021-11-05 17:04:50.307000;Plaza Mayor;17:04:50;2021-11-05
47;2021-11-05 17:04:28.573000;Villa de París;17:04:28;2021-11-05
0;2021-11-05 17:04:26.623000;Pedro Zerolo;17:04:26;2021-11-05
23;2021-11-05 17:05:13.470000;Mercado de la Cebada;17:05:13;2021-11-05
419;2021-11-05 17:05:51.440000;Nuestra Señora del Recuerdo;17:05:51;2021-11-05
242;2021-11-05 17:06:02.803000;Avenida de Portugal;17:06:02;2021-11-05
248;2021-11-05 17:05:35.620000;Almagro;17:05:35;2021-11-05
95;2021-11-05 17:05:30.033000;Jacinto Benavente;17:05:30;2021-11-05
84;2021-11-05 17:05:57.050000;Orense;17:05:57;2021-11-05
315;2021-11-05 17:05:49.503000;Marqués de Salamanca;17:05:49;2021-11-05
102;2021-11-05 17:05:39.670000;Fuencarral;17:05:39;2021-11-05
127;2021-11-05 17:05:20.660000;Plaza de Oriente;17:05:20;2021-11-05
6;2021-11-05 17:05:21.790000;Sánchez Bustillo;17:05:21;2021-11-05
161;2021-11-05 17:06:00.997000;Montalbán;17:06:00;2021-11-05
176;2021-11-05 17:05:37.733000;Olavide;17:05:37;2021-11-05
350;2021-11-05 17:05:59.147000;Plaza de España;17:05:59;2021-11-05
66;2021-11-05 17:05:24.417000;Plaza del Rey;17:05:24;2021-11-05
228;2021-11-05 17:05:55.177000;Plaza Mayor;17:05:55;2021-11-05
47;2021-11-05 17:05:33.913000;Villa de París;17:05:33;2021-11-05
0;2021-11-05 17:05:31.960000;Pedro Zerolo;17:05:31;2021-11-05
13;2021-11-05 17:05:26.873000;BARCO 1;17:05:26;2021-11-05
0;2021-11-05 17:05:27.253000;GRAVINA 21;17:05:27;2021-11-05
43;2021-11-05 17:05:28.113000;MERCADO SAN ANTON;17:05:28;2021-11-05
28;2021-11-05 17:05:28.440000;GARAJE PIAMONTE;17:05:28;2021-11-05
8;2021-11-05 17:05:28.830000;PARKING VOT;17:05:28;2021-11-05
22;2021-11-05 17:05:38.483000;Mercado de la Cebada;17:05:38;2021-11-05
421;2021-11-05 17:06:54.867000;Nuestra Señora del Recuerdo;17:06:54;2021-11-05
241;2021-11-05 17:07:05.503000;Avenida de Portugal;17:07:05;2021-11-05
249;2021-11-05 17:06:40.607000;Almagro;17:06:40;2021-11-05
93;2021-11-05 17:06:34.887000;Jacinto Benavente;17:06:34;2021-11-05
84;2021-11-05 17:07:00.407000;Orense;17:07:00;2021-11-05
316;2021-11-05 17:06:53.227000;Marqués de Salamanca;17:06:53;2021-11-05
103;2021-11-05 17:06:44.357000;Fuencarral;17:06:44;2021-11-05
161;2021-11-05 17:07:03.723000;Montalbán;17:07:03;2021-11-05
177;2021-11-05 17:06:42.543000;Olavide;17:06:42;2021-11-05
349;2021-11-05 17:07:02.270000;Plaza de España;17:07:02;2021-11-05
227;2021-11-05 17:06:58.550000;Plaza Mayor;17:06:58;2021-11-05
