free_spaces_number;updated_at;parking_id;fecha;hora
0;2021-11-04 20:09:07.273000;Pedro Zerolo;2021-11-04;20:09:07
48;2021-11-04 20:09:17.127000;Mercado de la Cebada;2021-11-04;20:09:17
542;2021-11-04 20:10:09.903000;Nuestra Señora del Recuerdo;2021-11-04;20:10:09
261;2021-11-04 20:10:17.183000;Avenida de Portugal;2021-11-04;20:10:17
276;2021-11-04 20:10:51.633000;Almagro;2021-11-04;20:10:51
228;2021-11-04 20:10:13.973000;Luna-Tudescos;2021-11-04;20:10:13
63;2021-11-04 20:10:48.663000;Jacinto Benavente;2021-11-04;20:10:48
61;2021-11-04 20:10:19.110000;Arquitecto Ribera (Barceló);2021-11-04;20:10:19
24;2021-11-04 20:10:20.733000;Casino de la Reina;2021-11-04;20:10:20
300;2021-11-04 20:10:24.853000;Descalzas;2021-11-04;20:10:24
94;2021-11-04 20:10:13.333000;Orense;2021-11-04;20:10:13
341;2021-11-04 20:11:00.027000;Marqués de Salamanca;2021-11-04;20:11:00
46;2021-11-04 20:10:54.260000;Fuencarral;2021-11-04;20:10:54
112;2021-11-04 20:10:27.493000;Plaza de Oriente;2021-11-04;20:10:27
31;2021-11-04 20:10:28.667000;Sánchez Bustillo;2021-11-04;20:10:28
40;2021-11-04 20:10:58.933000;Montalbán;2021-11-04;20:10:58
198;2021-11-04 20:10:52.960000;Olavide;2021-11-04;20:10:52
309;2021-11-04 20:10:14.633000;Plaza de España;2021-11-04;20:10:14
43;2021-11-04 20:10:31.727000;Plaza del Rey;2021-11-04;20:10:31
251;2021-11-04 20:10:11.987000;Plaza Mayor;2021-11-04;20:10:11
42;2021-11-04 20:10:50.430000;Villa de París;2021-11-04;20:10:50
0;2021-11-04 20:10:49.400000;Pedro Zerolo;2021-11-04;20:10:49
0;2021-11-04 20:10:34.543000;BARCO 1;2021-11-04;20:10:34
4;2021-11-04 20:10:35.183000;GRAVINA 21;2021-11-04;20:10:35
18;2021-11-04 20:10:35.963000;El Corte Inglés Callao;2021-11-04;20:10:35
44;2021-11-04 20:10:36.683000;MERCADO SAN ANTON;2021-11-04;20:10:36
28;2021-11-04 20:10:36.993000;GARAJE PIAMONTE;2021-11-04;20:10:36
24;2021-11-04 20:10:37.603000;PARKING VOT;2021-11-04;20:10:37
47;2021-11-04 20:10:38.770000;Mercado de la Cebada;2021-11-04;20:10:38
541;2021-11-04 20:11:51.400000;Nuestra Señora del Recuerdo;2021-11-04;20:11:51
262;2021-11-04 20:11:57.923000;Avenida de Portugal;2021-11-04;20:11:57
277;2021-11-04 20:11:42.690000;Almagro;2021-11-04;20:11:42
63;2021-11-04 20:11:39.667000;Jacinto Benavente;2021-11-04;20:11:39
94;2021-11-04 20:11:54.747000;Orense;2021-11-04;20:11:54
341;2021-11-04 20:11:50.317000;Marqués de Salamanca;2021-11-04;20:11:50
45;2021-11-04 20:11:44.783000;Fuencarral;2021-11-04;20:11:44
149;2021-11-04 20:11:56.767000;Montalbán;2021-11-04;20:11:56
197;2021-11-04 20:11:43.643000;Olavide;2021-11-04;20:11:43
310;2021-11-04 20:11:55.937000;Plaza de España;2021-11-04;20:11:55
250;2021-11-04 20:11:53.647000;Plaza Mayor;2021-11-04;20:11:53
42;2021-11-04 20:11:41.827000;Villa de París;2021-11-04;20:11:41
1;2021-11-04 20:11:40.713000;Pedro Zerolo;2021-11-04;20:11:40
48;2021-11-04 20:11:17.553000;Mercado de la Cebada;2021-11-04;20:11:17
541;2021-11-04 20:12:39.737000;Nuestra Señora del Recuerdo;2021-11-04;20:12:39
261;2021-11-04 20:12:45.803000;Avenida de Portugal;2021-11-04;20:12:45
276;2021-11-04 20:12:31.987000;Almagro;2021-11-04;20:12:31
61;2021-11-04 20:12:29.237000;Jacinto Benavente;2021-11-04;20:12:29
94;2021-11-04 20:12:42.823000;Orense;2021-11-04;20:12:42
341;2021-11-04 20:12:38.830000;Marqués de Salamanca;2021-11-04;20:12:38
45;2021-11-04 20:12:34.190000;Fuencarral;2021-11-04;20:12:34
149;2021-11-04 20:12:44.807000;Montalbán;2021-11-04;20:12:44
196;2021-11-04 20:12:33.143000;Olavide;2021-11-04;20:12:33
311;2021-11-04 20:12:43.823000;Plaza de España;2021-11-04;20:12:43
249;2021-11-04 20:12:41.867000;Plaza Mayor;2021-11-04;20:12:41
42;2021-11-04 20:12:31.147000;Villa de París;2021-11-04;20:12:31
0;2021-11-04 20:12:30.003000;Pedro Zerolo;2021-11-04;20:12:30
49;2021-11-04 20:12:17.437000;Mercado de la Cebada;2021-11-04;20:12:17
541;2021-11-04 20:13:29.337000;Nuestra Señora del Recuerdo;2021-11-04;20:13:29
264;2021-11-04 20:13:36.487000;Avenida de Portugal;2021-11-04;20:13:36
276;2021-11-04 20:14:11.397000;Almagro;2021-11-04;20:14:11
62;2021-11-04 20:14:07.860000;Jacinto Benavente;2021-11-04;20:14:07
94;2021-11-04 20:13:32.810000;Orense;2021-11-04;20:13:32
342;2021-11-04 20:13:28.273000;Marqués de Salamanca;2021-11-04;20:13:28
46;2021-11-04 20:14:14.117000;Fuencarral;2021-11-04;20:14:14
149;2021-11-04 20:13:35.173000;Montalbán;2021-11-04;20:13:35
196;2021-11-04 20:14:12.833000;Olavide;2021-11-04;20:14:12
311;2021-11-04 20:13:33.890000;Plaza de España;2021-11-04;20:13:33
250;2021-11-04 20:13:31.697000;Plaza Mayor;2021-11-04;20:13:31
44;2021-11-04 20:14:10.270000;Villa de París;2021-11-04;20:14:10
0;2021-11-04 20:14:09.037000;Pedro Zerolo;2021-11-04;20:14:09
49;2021-11-04 20:13:17.627000;Mercado de la Cebada;2021-11-04;20:13:17
542;2021-11-04 20:15:13.570000;Nuestra Señora del Recuerdo;2021-11-04;20:15:13
264;2021-11-04 20:15:20.897000;Avenida de Portugal;2021-11-04;20:15:20
275;2021-11-04 20:15:04.103000;Almagro;2021-11-04;20:15:04
61;2021-11-04 20:15:00.383000;Jacinto Benavente;2021-11-04;20:15:00
94;2021-11-04 20:15:17.137000;Orense;2021-11-04;20:15:17
345;2021-11-04 20:15:12.210000;Marqués de Salamanca;2021-11-04;20:15:12
46;2021-11-04 20:15:06.587000;Fuencarral;2021-11-04;20:15:06
149;2021-11-04 20:15:19.660000;Montalbán;2021-11-04;20:15:19
197;2021-11-04 20:15:05.430000;Olavide;2021-11-04;20:15:05
312;2021-11-04 20:15:18.277000;Plaza de España;2021-11-04;20:15:18
251;2021-11-04 20:15:15.917000;Plaza Mayor;2021-11-04;20:15:15
44;2021-11-04 20:15:02.930000;Villa de París;2021-11-04;20:15:02
0;2021-11-04 20:15:01.600000;Pedro Zerolo;2021-11-04;20:15:01
48;2021-11-04 20:15:17.857000;Mercado de la Cebada;2021-11-04;20:15:17
542;2021-11-04 20:16:03.190000;Nuestra Señora del Recuerdo;2021-11-04;20:16:03
264;2021-11-04 20:16:09.193000;Avenida de Portugal;2021-11-04;20:16:09
275;2021-11-04 20:15:54.957000;Almagro;2021-11-04;20:15:54
229;2021-11-04 20:15:28.213000;Luna-Tudescos;2021-11-04;20:15:28
60;2021-11-04 20:15:52.050000;Jacinto Benavente;2021-11-04;20:15:52
52;2021-11-04 20:15:29.857000;Arquitecto Ribera (Barceló);2021-11-04;20:15:29
22;2021-11-04 20:15:31.217000;Casino de la Reina;2021-11-04;20:15:31
302;2021-11-04 20:15:31.857000;Descalzas;2021-11-04;20:15:31
94;2021-11-04 20:16:06.410000;Orense;2021-11-04;20:16:06
346;2021-11-04 20:16:02.177000;Marqués de Salamanca;2021-11-04;20:16:02
45;2021-11-04 20:15:57.210000;Fuencarral;2021-11-04;20:15:57
110;2021-11-04 20:15:34.730000;Plaza de Oriente;2021-11-04;20:15:34
35;2021-11-04 20:15:35.873000;Sánchez Bustillo;2021-11-04;20:15:35
149;2021-11-04 20:16:08.320000;Montalbán;2021-11-04;20:16:08
197;2021-11-04 20:15:56.177000;Olavide;2021-11-04;20:15:56
312;2021-11-04 20:16:07.350000;Plaza de España;2021-11-04;20:16:07
40;2021-11-04 20:15:38.360000;Plaza del Rey;2021-11-04;20:15:38
254;2021-11-04 20:16:05.333000;Plaza Mayor;2021-11-04;20:16:05
44;2021-11-04 20:15:53.927000;Villa de París;2021-11-04;20:15:53
0;2021-11-04 20:15:52.830000;Pedro Zerolo;2021-11-04;20:15:52
0;2021-11-04 20:15:40.933000;BARCO 1;2021-11-04;20:15:40
3;2021-11-04 20:15:41.217000;GRAVINA 21;2021-11-04;20:15:41
22;2021-11-04 20:15:41.667000;El Corte Inglés Callao;2021-11-04;20:15:41
44;2021-11-04 20:15:42.263000;MERCADO SAN ANTON;2021-11-04;20:15:42
28;2021-11-04 20:15:42.577000;GARAJE PIAMONTE;2021-11-04;20:15:42
26;2021-11-04 20:15:42.873000;PARKING VOT;2021-11-04;20:15:42
48;2021-11-04 20:16:17.947000;Mercado de la Cebada;2021-11-04;20:16:17
542;2021-11-04 20:16:51.350000;Nuestra Señora del Recuerdo;2021-11-04;20:16:51
264;2021-11-04 20:16:57.617000;Avenida de Portugal;2021-11-04;20:16:57
275;2021-11-04 20:16:43.377000;Almagro;2021-11-04;20:16:43
60;2021-11-04 20:16:40.377000;Jacinto Benavente;2021-11-04;20:16:40
94;2021-11-04 20:16:54.413000;Orense;2021-11-04;20:16:54
349;2021-11-04 20:16:50.240000;Marqués de Salamanca;2021-11-04;20:16:50
45;2021-11-04 20:16:45.537000;Fuencarral;2021-11-04;20:16:45
149;2021-11-04 20:16:56.633000;Montalbán;2021-11-04;20:16:56
197;2021-11-04 20:16:44.543000;Olavide;2021-11-04;20:16:44
312;2021-11-04 20:16:55.570000;Plaza de España;2021-11-04;20:16:55
254;2021-11-04 20:16:53.430000;Plaza Mayor;2021-11-04;20:16:53
45;2021-11-04 20:16:42.347000;Villa de París;2021-11-04;20:16:42
0;2021-11-04 20:16:41.267000;Pedro Zerolo;2021-11-04;20:16:41
50;2021-11-04 20:17:17.967000;Mercado de la Cebada;2021-11-04;20:17:17
542;2021-11-04 20:17:42.833000;Nuestra Señora del Recuerdo;2021-11-04;20:17:42
266;2021-11-04 20:17:50.153000;Avenida de Portugal;2021-11-04;20:17:50
276;2021-11-04 20:18:24.720000;Almagro;2021-11-04;20:18:24
63;2021-11-04 20:18:21.323000;Jacinto Benavente;2021-11-04;20:18:21
94;2021-11-04 20:17:46.247000;Orense;2021-11-04;20:17:46
350;2021-11-04 20:17:41.517000;Marqués de Salamanca;2021-11-04;20:17:41
45;2021-11-04 20:18:27.147000;Fuencarral;2021-11-04;20:18:27
149;2021-11-04 20:17:48.873000;Montalbán;2021-11-04;20:17:48
196;2021-11-04 20:18:26.007000;Olavide;2021-11-04;20:18:26
312;2021-11-04 20:17:47.560000;Plaza de España;2021-11-04;20:17:47
253;2021-11-04 20:17:45.057000;Plaza Mayor;2021-11-04;20:17:45
45;2021-11-04 20:18:23.763000;Villa de París;2021-11-04;20:18:23
0;2021-11-04 20:18:22.480000;Pedro Zerolo;2021-11-04;20:18:22
50;2021-11-04 20:18:18.127000;Mercado de la Cebada;2021-11-04;20:18:18
541;2021-11-04 20:19:25.847000;Nuestra Señora del Recuerdo;2021-11-04;20:19:25
266;2021-11-04 20:18:41.643000;Avenida de Portugal;2021-11-04;20:18:41
277;2021-11-04 20:19:16.177000;Almagro;2021-11-04;20:19:16
64;2021-11-04 20:19:12.910000;Jacinto Benavente;2021-11-04;20:19:12
94;2021-11-04 20:19:29.123000;Orense;2021-11-04;20:19:29
351;2021-11-04 20:19:24.643000;Marqués de Salamanca;2021-11-04;20:19:24
48;2021-11-04 20:19:18.617000;Fuencarral;2021-11-04;20:19:18
150;2021-11-04 20:19:31.327000;Montalbán;2021-11-04;20:19:31
197;2021-11-04 20:19:17.457000;Olavide;2021-11-04;20:19:17
312;2021-11-04 20:19:30.233000;Plaza de España;2021-11-04;20:19:30
251;2021-11-04 20:19:28.150000;Plaza Mayor;2021-11-04;20:19:28
45;2021-11-04 20:19:15.097000;Villa de París;2021-11-04;20:19:15
0;2021-11-04 20:19:13.910000;Pedro Zerolo;2021-11-04;20:19:13
50;2021-11-04 20:19:18.253000;Mercado de la Cebada;2021-11-04;20:19:18
541;2021-11-04 20:20:14.350000;Nuestra Señora del Recuerdo;2021-11-04;20:20:14
267;2021-11-04 20:20:20.270000;Avenida de Portugal;2021-11-04;20:20:20
277;2021-11-04 20:20:06.317000;Almagro;2021-11-04;20:20:06
228;2021-11-04 20:20:14.037000;Luna-Tudescos;2021-11-04;20:20:14
66;2021-11-04 20:20:03.533000;Jacinto Benavente;2021-11-04;20:20:03
52;2021-11-04 20:20:16.577000;Arquitecto Ribera (Barceló);2021-11-04;20:20:16
17;2021-11-04 20:20:18.503000;Casino de la Reina;2021-11-04;20:20:18
303;2021-11-04 20:20:22.613000;Descalzas;2021-11-04;20:20:22
94;2021-11-04 20:20:17.347000;Orense;2021-11-04;20:20:17
354;2021-11-04 20:20:13.350000;Marqués de Salamanca;2021-11-04;20:20:13
50;2021-11-04 20:20:08.427000;Fuencarral;2021-11-04;20:20:08
108;2021-11-04 20:20:25.900000;Plaza de Oriente;2021-11-04;20:20:25
37;2021-11-04 20:20:28.167000;Sánchez Bustillo;2021-11-04;20:20:28
150;2021-11-04 20:20:19.253000;Montalbán;2021-11-04;20:20:19
194;2021-11-04 20:20:07.473000;Olavide;2021-11-04;20:20:07
314;2021-11-04 20:20:18.427000;Plaza de España;2021-11-04;20:20:18
43;2021-11-04 20:20:31.980000;Plaza del Rey;2021-11-04;20:20:31
250;2021-11-04 20:20:16.453000;Plaza Mayor;2021-11-04;20:20:16
44;2021-11-04 20:20:05.413000;Villa de París;2021-11-04;20:20:05
0;2021-11-04 20:20:04.330000;Pedro Zerolo;2021-11-04;20:20:04
52;2021-11-04 20:20:18.270000;Mercado de la Cebada;2021-11-04;20:20:18
542;2021-11-04 20:21:03.093000;Nuestra Señora del Recuerdo;2021-11-04;20:21:03
267;2021-11-04 20:21:10.580000;Avenida de Portugal;2021-11-04;20:21:10
277;2021-11-04 20:20:54.187000;Almagro;2021-11-04;20:20:54
66;2021-11-04 20:20:51.277000;Jacinto Benavente;2021-11-04;20:20:51
94;2021-11-04 20:21:06.707000;Orense;2021-11-04;20:21:06
356;2021-11-04 20:21:01.907000;Marqués de Salamanca;2021-11-04;20:21:01
49;2021-11-04 20:20:56.280000;Fuencarral;2021-11-04;20:20:56
150;2021-11-04 20:21:09.230000;Montalbán;2021-11-04;20:21:09
195;2021-11-04 20:20:55.200000;Olavide;2021-11-04;20:20:55
314;2021-11-04 20:21:08.027000;Plaza de España;2021-11-04;20:21:08
251;2021-11-04 20:21:05.423000;Plaza Mayor;2021-11-04;20:21:05
44;2021-11-04 20:20:53.217000;Villa de París;2021-11-04;20:20:53
1;2021-11-04 20:20:52.247000;Pedro Zerolo;2021-11-04;20:20:52
0;2021-11-04 20:20:35.297000;BARCO 1;2021-11-04;20:20:35
1;2021-11-04 20:20:36.500000;GRAVINA 21;2021-11-04;20:20:36
21;2021-11-04 20:20:37.127000;El Corte Inglés Callao;2021-11-04;20:20:37
43;2021-11-04 20:20:37.710000;MERCADO SAN ANTON;2021-11-04;20:20:37
28;2021-11-04 20:20:38.100000;GARAJE PIAMONTE;2021-11-04;20:20:38
26;2021-11-04 20:20:38.570000;PARKING VOT;2021-11-04;20:20:38
51;2021-11-04 20:21:18.317000;Mercado de la Cebada;2021-11-04;20:21:18
542;2021-11-04 20:21:54.360000;Nuestra Señora del Recuerdo;2021-11-04;20:21:54
267;2021-11-04 20:22:01.887000;Avenida de Portugal;2021-11-04;20:22:01
277;2021-11-04 20:22:36.703000;Almagro;2021-11-04;20:22:36
68;2021-11-04 20:22:32.970000;Jacinto Benavente;2021-11-04;20:22:32
94;2021-11-04 20:21:58.167000;Orense;2021-11-04;20:21:58
356;2021-11-04 20:21:53.157000;Marqués de Salamanca;2021-11-04;20:21:53
50;2021-11-04 20:21:47.857000;Fuencarral;2021-11-04;20:21:47
150;2021-11-04 20:22:00.607000;Montalbán;2021-11-04;20:22:00
195;2021-11-04 20:21:46.703000;Olavide;2021-11-04;20:21:46
316;2021-11-04 20:21:59.310000;Plaza de España;2021-11-04;20:21:59
251;2021-11-04 20:21:56.957000;Plaza Mayor;2021-11-04;20:21:56
45;2021-11-04 20:22:35.447000;Villa de París;2021-11-04;20:22:35
0;2021-11-04 20:22:34.177000;Pedro Zerolo;2021-11-04;20:22:34
49;2021-11-04 20:22:18.407000;Mercado de la Cebada;2021-11-04;20:22:18
542;2021-11-04 20:23:34.970000;Nuestra Señora del Recuerdo;2021-11-04;20:23:34
267;2021-11-04 20:22:52.333000;Avenida de Portugal;2021-11-04;20:22:52
277;2021-11-04 20:23:26.740000;Almagro;2021-11-04;20:23:26
68;2021-11-04 20:23:23.490000;Jacinto Benavente;2021-11-04;20:23:23
94;2021-11-04 20:23:38.093000;Orense;2021-11-04;20:23:38
357;2021-11-04 20:23:33.857000;Marqués de Salamanca;2021-11-04;20:23:33
49;2021-11-04 20:23:28.773000;Fuencarral;2021-11-04;20:23:28
39;2021-11-04 20:23:32.733000;Montalbán;2021-11-04;20:23:32
197;2021-11-04 20:23:27.680000;Olavide;2021-11-04;20:23:27
315;2021-11-04 20:22:50.333000;Plaza de España;2021-11-04;20:22:50
249;2021-11-04 20:23:37.040000;Plaza Mayor;2021-11-04;20:23:37
45;2021-11-04 20:23:25.727000;Villa de París;2021-11-04;20:23:25
0;2021-11-04 20:23:24.443000;Pedro Zerolo;2021-11-04;20:23:24
49;2021-11-04 20:23:18.567000;Mercado de la Cebada;2021-11-04;20:23:18
542;2021-11-04 20:24:23.563000;Nuestra Señora del Recuerdo;2021-11-04;20:24:23
268;2021-11-04 20:24:30.170000;Avenida de Portugal;2021-11-04;20:24:30
277;2021-11-04 20:24:15.670000;Almagro;2021-11-04;20:24:15
68;2021-11-04 20:24:12.440000;Jacinto Benavente;2021-11-04;20:24:12
94;2021-11-04 20:24:26.803000;Orense;2021-11-04;20:24:26
359;2021-11-04 20:24:22.680000;Marqués de Salamanca;2021-11-04;20:24:22
49;2021-11-04 20:24:17.880000;Fuencarral;2021-11-04;20:24:17
150;2021-11-04 20:24:28.997000;Montalbán;2021-11-04;20:24:28
197;2021-11-04 20:24:16.733000;Olavide;2021-11-04;20:24:16
314;2021-11-04 20:24:27.867000;Plaza de España;2021-11-04;20:24:27
249;2021-11-04 20:24:25.803000;Plaza Mayor;2021-11-04;20:24:25
45;2021-11-04 20:24:14.650000;Villa de París;2021-11-04;20:24:14
1;2021-11-04 20:24:13.600000;Pedro Zerolo;2021-11-04;20:24:13
48;2021-11-04 20:24:18.643000;Mercado de la Cebada;2021-11-04;20:24:18
542;2021-11-04 20:25:13.777000;Nuestra Señora del Recuerdo;2021-11-04;20:25:13
267;2021-11-04 20:25:21.587000;Avenida de Portugal;2021-11-04;20:25:21
279;2021-11-04 20:25:04.740000;Almagro;2021-11-04;20:25:04
238;2021-11-04 20:25:16.323000;Luna-Tudescos;2021-11-04;20:25:16
69;2021-11-04 20:25:01.403000;Jacinto Benavente;2021-11-04;20:25:01
49;2021-11-04 20:25:19.867000;Arquitecto Ribera (Barceló);2021-11-04;20:25:19
17;2021-11-04 20:25:21.180000;Casino de la Reina;2021-11-04;20:25:21
299;2021-11-04 20:25:24.447000;Descalzas;2021-11-04;20:25:24
94;2021-11-04 20:25:17.747000;Orense;2021-11-04;20:25:17
360;2021-11-04 20:25:12.497000;Marqués de Salamanca;2021-11-04;20:25:12
50;2021-11-04 20:25:07.043000;Fuencarral;2021-11-04;20:25:07
107;2021-11-04 20:25:27.337000;Plaza de Oriente;2021-11-04;20:25:27
37;2021-11-04 20:25:28.603000;Sánchez Bustillo;2021-11-04;20:25:28
150;2021-11-04 20:25:20.397000;Montalbán;2021-11-04;20:25:20
197;2021-11-04 20:25:05.997000;Olavide;2021-11-04;20:25:05
314;2021-11-04 20:25:19.117000;Plaza de España;2021-11-04;20:25:19
45;2021-11-04 20:25:31.180000;Plaza del Rey;2021-11-04;20:25:31
247;2021-11-04 20:25:16.497000;Plaza Mayor;2021-11-04;20:25:16
45;2021-11-04 20:25:03.550000;Villa de París;2021-11-04;20:25:03
0;2021-11-04 20:25:02.423000;Pedro Zerolo;2021-11-04;20:25:02
0;2021-11-04 20:25:33.513000;BARCO 1;2021-11-04;20:25:33
2;2021-11-04 20:25:33.840000;GRAVINA 21;2021-11-04;20:25:33
21;2021-11-04 20:25:34.327000;El Corte Inglés Callao;2021-11-04;20:25:34
44;2021-11-04 20:25:34.933000;MERCADO SAN ANTON;2021-11-04;20:25:34
28;2021-11-04 20:25:35.433000;GARAJE PIAMONTE;2021-11-04;20:25:35
26;2021-11-04 20:25:35.810000;PARKING VOT;2021-11-04;20:25:35
51;2021-11-04 20:25:36.980000;Mercado de la Cebada;2021-11-04;20:25:36
542;2021-11-04 20:26:06.747000;Nuestra Señora del Recuerdo;2021-11-04;20:26:06
268;2021-11-04 20:26:14.187000;Avenida de Portugal;2021-11-04;20:26:14
278;2021-11-04 20:25:56.493000;Almagro;2021-11-04;20:25:56
70;2021-11-04 20:25:52.547000;Jacinto Benavente;2021-11-04;20:25:52
94;2021-11-04 20:26:10.433000;Orense;2021-11-04;20:26:10
362;2021-11-04 20:26:05.527000;Marqués de Salamanca;2021-11-04;20:26:05
50;2021-11-04 20:25:59.530000;Fuencarral;2021-11-04;20:25:59
151;2021-11-04 20:26:12.967000;Montalbán;2021-11-04;20:26:12
197;2021-11-04 20:25:58.103000;Olavide;2021-11-04;20:25:58
313;2021-11-04 20:26:11.713000;Plaza de España;2021-11-04;20:26:11
247;2021-11-04 20:26:09.260000;Plaza Mayor;2021-11-04;20:26:09
45;2021-11-04 20:25:55.303000;Villa de París;2021-11-04;20:25:55
0;2021-11-04 20:25:53.883000;Pedro Zerolo;2021-11-04;20:25:53
51;2021-11-04 20:26:18.833000;Mercado de la Cebada;2021-11-04;20:26:18
542;2021-11-04 20:26:59.837000;Nuestra Señora del Recuerdo;2021-11-04;20:26:59
269;2021-11-04 20:27:07.337000;Avenida de Portugal;2021-11-04;20:27:07
280;2021-11-04 20:27:41.863000;Almagro;2021-11-04;20:27:41
71;2021-11-04 20:27:38.537000;Jacinto Benavente;2021-11-04;20:27:38
94;2021-11-04 20:27:03.503000;Orense;2021-11-04;20:27:03
362;2021-11-04 20:26:58.553000;Marqués de Salamanca;2021-11-04;20:26:58
52;2021-11-04 20:27:44.163000;Fuencarral;2021-11-04;20:27:44
151;2021-11-04 20:27:06.260000;Montalbán;2021-11-04;20:27:06
196;2021-11-04 20:27:42.967000;Olavide;2021-11-04;20:27:42
314;2021-11-04 20:27:04.837000;Plaza de España;2021-11-04;20:27:04
242;2021-11-04 20:27:02.500000;Plaza Mayor;2021-11-04;20:27:02
46;2021-11-04 20:27:40.667000;Villa de París;2021-11-04;20:27:40
1;2021-11-04 20:27:39.503000;Pedro Zerolo;2021-11-04;20:27:39
50;2021-11-04 20:27:18.890000;Mercado de la Cebada;2021-11-04;20:27:18
542;2021-11-04 20:28:39.203000;Nuestra Señora del Recuerdo;2021-11-04;20:28:39
269;2021-11-04 20:28:45.587000;Avenida de Portugal;2021-11-04;20:28:45
280;2021-11-04 20:28:31.430000;Almagro;2021-11-04;20:28:31
70;2021-11-04 20:28:28.277000;Jacinto Benavente;2021-11-04;20:28:28
94;2021-11-04 20:28:42.497000;Orense;2021-11-04;20:28:42
363;2021-11-04 20:28:38.210000;Marqués de Salamanca;2021-11-04;20:28:38
53;2021-11-04 20:28:33.357000;Fuencarral;2021-11-04;20:28:33
151;2021-11-04 20:28:44.587000;Montalbán;2021-11-04;20:28:44
196;2021-11-04 20:28:32.473000;Olavide;2021-11-04;20:28:32
316;2021-11-04 20:28:43.587000;Plaza de España;2021-11-04;20:28:43
243;2021-11-04 20:28:41.447000;Plaza Mayor;2021-11-04;20:28:41
45;2021-11-04 20:28:30.240000;Villa de París;2021-11-04;20:28:30
0;2021-11-04 20:28:29.177000;Pedro Zerolo;2021-11-04;20:28:29
50;2021-11-04 20:28:19.047000;Mercado de la Cebada;2021-11-04;20:28:19
542;2021-11-04 20:29:30.300000;Nuestra Señora del Recuerdo;2021-11-04;20:29:30
269;2021-11-04 20:29:37.683000;Avenida de Portugal;2021-11-04;20:29:37
280;2021-11-04 20:29:20.743000;Almagro;2021-11-04;20:29:20
68;2021-11-04 20:29:16.947000;Jacinto Benavente;2021-11-04;20:29:16
94;2021-11-04 20:29:34.053000;Orense;2021-11-04;20:29:34
364;2021-11-04 20:29:29.127000;Marqués de Salamanca;2021-11-04;20:29:29
54;2021-11-04 20:29:23.387000;Fuencarral;2021-11-04;20:29:23
151;2021-11-04 20:29:36.600000;Montalbán;2021-11-04;20:29:36
195;2021-11-04 20:29:22.100000;Olavide;2021-11-04;20:29:22
316;2021-11-04 20:29:35.227000;Plaza de España;2021-11-04;20:29:35
242;2021-11-04 20:29:32.883000;Plaza Mayor;2021-11-04;20:29:32
45;2021-11-04 20:29:19.570000;Villa de París;2021-11-04;20:29:19
1;2021-11-04 20:29:18.303000;Pedro Zerolo;2021-11-04;20:29:18
51;2021-11-04 20:29:44.060000;Mercado de la Cebada;2021-11-04;20:29:44
542;2021-11-04 20:30:20.743000;Nuestra Señora del Recuerdo;2021-11-04;20:30:20
269;2021-11-04 20:30:27.503000;Avenida de Portugal;2021-11-04;20:30:27
281;2021-11-04 20:30:11.840000;Almagro;2021-11-04;20:30:11
233;2021-11-04 20:30:27.707000;Luna-Tudescos;2021-11-04;20:30:27
69;2021-11-04 20:30:08.847000;Jacinto Benavente;2021-11-04;20:30:08
51;2021-11-04 20:30:29.170000;Arquitecto Ribera (Barceló);2021-11-04;20:30:29
15;2021-11-04 20:30:30.770000;Casino de la Reina;2021-11-04;20:30:30
297;2021-11-04 20:30:31.913000;Descalzas;2021-11-04;20:30:31
94;2021-11-04 20:30:24.163000;Orense;2021-11-04;20:30:24
366;2021-11-04 20:30:19.540000;Marqués de Salamanca;2021-11-04;20:30:19
54;2021-11-04 20:30:13.737000;Fuencarral;2021-11-04;20:30:13
104;2021-11-04 20:30:35.650000;Plaza de Oriente;2021-11-04;20:30:35
37;2021-11-04 20:30:37.510000;Sánchez Bustillo;2021-11-04;20:30:37
151;2021-11-04 20:30:26.540000;Montalbán;2021-11-04;20:30:26
197;2021-11-04 20:30:12.780000;Olavide;2021-11-04;20:30:12
314;2021-11-04 20:30:25.257000;Plaza de España;2021-11-04;20:30:25
45;2021-11-04 20:30:40.603000;Plaza del Rey;2021-11-04;20:30:40
242;2021-11-04 20:30:22.857000;Plaza Mayor;2021-11-04;20:30:22
46;2021-11-04 20:30:10.847000;Villa de París;2021-11-04;20:30:10
0;2021-11-04 20:30:10.003000;Pedro Zerolo;2021-11-04;20:30:10
0;2021-11-04 20:30:43.027000;BARCO 1;2021-11-04;20:30:43
2;2021-11-04 20:30:43.307000;GRAVINA 21;2021-11-04;20:30:43
21;2021-11-04 20:30:43.807000;El Corte Inglés Callao;2021-11-04;20:30:43
43;2021-11-04 20:30:44.477000;MERCADO SAN ANTON;2021-11-04;20:30:44
28;2021-11-04 20:30:45.303000;GARAJE PIAMONTE;2021-11-04;20:30:45
26;2021-11-04 20:30:45.977000;PARKING VOT;2021-11-04;20:30:45
52;2021-11-04 20:30:47.807000;Mercado de la Cebada;2021-11-04;20:30:47
542;2021-11-04 20:31:11.237000;Nuestra Señora del Recuerdo;2021-11-04;20:31:11
269;2021-11-04 20:31:18.227000;Avenida de Portugal;2021-11-04;20:31:18
285;2021-11-04 20:31:53.013000;Almagro;2021-11-04;20:31:53
68;2021-11-04 20:31:49.587000;Jacinto Benavente;2021-11-04;20:31:49
