free_spaces_number;updated_at;parking_id;fecha;hora
51;2021-11-05 18:03:38.920000;Mercado de la Cebada;2021-11-05;18:03:38
555;2021-11-05 18:03:57.460000;Nuestra Señora del Recuerdo;2021-11-05;18:03:57
242;2021-11-05 18:04:08.470000;Avenida de Portugal;2021-11-05;18:04:08
279;2021-11-05 18:04:45.113000;Almagro;2021-11-05;18:04:45
52;2021-11-05 18:04:40.083000;Jacinto Benavente;2021-11-05;18:04:40
88;2021-11-05 18:04:02.713000;Orense;2021-11-05;18:04:02
338;2021-11-05 18:03:55.373000;Marqués de Salamanca;2021-11-05;18:03:55
114;2021-11-05 18:04:48.590000;Fuencarral;2021-11-05;18:04:48
28;2021-11-05 18:04:54.380000;Montalbán;2021-11-05;18:04:54
192;2021-11-05 18:04:47.153000;Olavide;2021-11-05;18:04:47
317;2021-11-05 18:04:04.867000;Plaza de España;2021-11-05;18:04:04
213;2021-11-05 18:04:00.837000;Plaza Mayor;2021-11-05;18:04:00
48;2021-11-05 18:04:43.477000;Villa de París;2021-11-05;18:04:43
0;2021-11-05 18:04:41.770000;Pedro Zerolo;2021-11-05;18:04:41
51;2021-11-05 18:04:53.960000;Mercado de la Cebada;2021-11-05;18:04:53
555;2021-11-05 18:04:57.200000;Nuestra Señora del Recuerdo;2021-11-05;18:04:57
242;2021-11-05 18:05:06.167000;Avenida de Portugal;2021-11-05;18:05:06
282;2021-11-05 18:05:42.403000;Almagro;2021-11-05;18:05:42
278;2021-11-05 18:05:17.443000;Luna-Tudescos;2021-11-05;18:05:17
48;2021-11-05 18:05:38.010000;Jacinto Benavente;2021-11-05;18:05:38
44;2021-11-05 18:05:18.367000;Arquitecto Ribera (Barceló);2021-11-05;18:05:18
280;2021-11-05 18:05:19.287000;Descalzas;2021-11-05;18:05:19
88;2021-11-05 18:05:01.687000;Orense;2021-11-05;18:05:01
337;2021-11-05 18:05:56.187000;Marqués de Salamanca;2021-11-05;18:05:56
114;2021-11-05 18:05:45.910000;Fuencarral;2021-11-05;18:05:45
137;2021-11-05 18:05:20.850000;Plaza de Oriente;2021-11-05;18:05:20
19;2021-11-05 18:05:21.833000;Sánchez Bustillo;2021-11-05;18:05:21
28;2021-11-05 18:05:53.873000;Montalbán;2021-11-05;18:05:53
191;2021-11-05 18:05:44.060000;Olavide;2021-11-05;18:05:44
316;2021-11-05 18:05:03.123000;Plaza de España;2021-11-05;18:05:03
63;2021-11-05 18:05:24.163000;Plaza del Rey;2021-11-05;18:05:24
213;2021-11-05 18:05:00.293000;Plaza Mayor;2021-11-05;18:05:00
49;2021-11-05 18:05:40.993000;Villa de París;2021-11-05;18:05:40
0;2021-11-05 18:05:39.557000;Pedro Zerolo;2021-11-05;18:05:39
12;2021-11-05 18:05:26.460000;BARCO 1;2021-11-05;18:05:26
2;2021-11-05 18:05:26.913000;GRAVINA 21;2021-11-05;18:05:26
46;2021-11-05 18:05:27.867000;MERCADO SAN ANTON;2021-11-05;18:05:27
28;2021-11-05 18:05:28.177000;GARAJE PIAMONTE;2021-11-05;18:05:28
8;2021-11-05 18:05:28.460000;PARKING VOT;2021-11-05;18:05:28
52;2021-11-05 18:05:39.010000;Mercado de la Cebada;2021-11-05;18:05:39
555;2021-11-05 18:07:00.063000;Nuestra Señora del Recuerdo;2021-11-05;18:07:00
242;2021-11-05 18:06:09.877000;Avenida de Portugal;2021-11-05;18:06:09
283;2021-11-05 18:06:46.277000;Almagro;2021-11-05;18:06:46
45;2021-11-05 18:06:41.637000;Jacinto Benavente;2021-11-05;18:06:41
88;2021-11-05 18:06:04.003000;Orense;2021-11-05;18:06:04
337;2021-11-05 18:06:58.463000;Marqués de Salamanca;2021-11-05;18:06:58
113;2021-11-05 18:06:49.977000;Fuencarral;2021-11-05;18:06:49
28;2021-11-05 18:06:56.547000;Montalbán;2021-11-05;18:06:56
189;2021-11-05 18:06:48.123000;Olavide;2021-11-05;18:06:48
317;2021-11-05 18:06:06.167000;Plaza de España;2021-11-05;18:06:06
212;2021-11-05 18:06:02.090000;Plaza Mayor;2021-11-05;18:06:02
48;2021-11-05 18:06:44.727000;Villa de París;2021-11-05;18:06:44
0;2021-11-05 18:06:43.060000;Pedro Zerolo;2021-11-05;18:06:43
51;2021-11-05 18:06:39.120000;Mercado de la Cebada;2021-11-05;18:06:39
556;2021-11-05 18:08:01.557000;Nuestra Señora del Recuerdo;2021-11-05;18:08:01
242;2021-11-05 18:07:09.027000;Avenida de Portugal;2021-11-05;18:07:09
282;2021-11-05 18:07:45.960000;Almagro;2021-11-05;18:07:45
44;2021-11-05 18:07:40.613000;Jacinto Benavente;2021-11-05;18:07:40
88;2021-11-05 18:07:04.640000;Orense;2021-11-05;18:07:04
337;2021-11-05 18:07:59.760000;Marqués de Salamanca;2021-11-05;18:07:59
113;2021-11-05 18:07:50.197000;Fuencarral;2021-11-05;18:07:50
30;2021-11-05 18:07:58.103000;Montalbán;2021-11-05;18:07:58
189;2021-11-05 18:07:48.220000;Olavide;2021-11-05;18:07:48
317;2021-11-05 18:07:06.093000;Plaza de España;2021-11-05;18:07:06
215;2021-11-05 18:07:03.577000;Plaza Mayor;2021-11-05;18:07:03
48;2021-11-05 18:07:44.053000;Villa de París;2021-11-05;18:07:44
0;2021-11-05 18:07:42.227000;Pedro Zerolo;2021-11-05;18:07:42
49;2021-11-05 18:07:39.200000;Mercado de la Cebada;2021-11-05;18:07:39
242;2021-11-05 18:08:13.030000;Avenida de Portugal;2021-11-05;18:08:13
283;2021-11-05 18:08:51.330000;Almagro;2021-11-05;18:08:51
44;2021-11-05 18:08:45.140000;Jacinto Benavente;2021-11-05;18:08:45
88;2021-11-05 18:08:07.200000;Orense;2021-11-05;18:08:07
338;2021-11-05 18:09:03.483000;Marqués de Salamanca;2021-11-05;18:09:03
110;2021-11-05 18:08:55.347000;Fuencarral;2021-11-05;18:08:55
30;2021-11-05 18:09:01.843000;Montalbán;2021-11-05;18:09:01
190;2021-11-05 18:08:53.440000;Olavide;2021-11-05;18:08:53
318;2021-11-05 18:08:09.263000;Plaza de España;2021-11-05;18:08:09
216;2021-11-05 18:08:05.293000;Plaza Mayor;2021-11-05;18:08:05
46;2021-11-05 18:08:49.580000;Villa de París;2021-11-05;18:08:49
0;2021-11-05 18:08:47.387000;Pedro Zerolo;2021-11-05;18:08:47
46;2021-11-05 18:08:39.300000;Mercado de la Cebada;2021-11-05;18:08:39
554;2021-11-05 18:09:04.880000;Nuestra Señora del Recuerdo;2021-11-05;18:09:04
242;2021-11-05 18:09:16.467000;Avenida de Portugal;2021-11-05;18:09:16
283;2021-11-05 18:09:53.957000;Almagro;2021-11-05;18:09:53
43;2021-11-05 18:09:48.527000;Jacinto Benavente;2021-11-05;18:09:48
88;2021-11-05 18:09:10.477000;Orense;2021-11-05;18:09:10
110;2021-11-05 18:09:57.333000;Fuencarral;2021-11-05;18:09:57
30;2021-11-05 18:10:04.433000;Montalbán;2021-11-05;18:10:04
188;2021-11-05 18:09:55.740000;Olavide;2021-11-05;18:09:55
319;2021-11-05 18:09:12.383000;Plaza de España;2021-11-05;18:09:12
215;2021-11-05 18:09:08.320000;Plaza Mayor;2021-11-05;18:09:08
47;2021-11-05 18:09:52.317000;Villa de París;2021-11-05;18:09:52
0;2021-11-05 18:09:50.627000;Pedro Zerolo;2021-11-05;18:09:50
45;2021-11-05 18:09:54.490000;Mercado de la Cebada;2021-11-05;18:09:54
554;2021-11-05 18:10:08.070000;Nuestra Señora del Recuerdo;2021-11-05;18:10:08
242;2021-11-05 18:10:19.227000;Avenida de Portugal;2021-11-05;18:10:19
283;2021-11-05 18:10:57.437000;Almagro;2021-11-05;18:10:57
285;2021-11-05 18:10:17.837000;Luna-Tudescos;2021-11-05;18:10:17
44;2021-11-05 18:10:51.263000;Jacinto Benavente;2021-11-05;18:10:51
51;2021-11-05 18:10:18.977000;Arquitecto Ribera (Barceló);2021-11-05;18:10:18
283;2021-11-05 18:10:20.447000;Descalzas;2021-11-05;18:10:20
89;2021-11-05 18:10:13.077000;Orense;2021-11-05;18:10:13
337;2021-11-05 18:10:06.100000;Marqués de Salamanca;2021-11-05;18:10:06
110;2021-11-05 18:11:01.093000;Fuencarral;2021-11-05;18:11:01
137;2021-11-05 18:10:22.400000;Plaza de Oriente;2021-11-05;18:10:22
21;2021-11-05 18:10:23.527000;Sánchez Bustillo;2021-11-05;18:10:23
29;2021-11-05 18:11:09.090000;Montalbán;2021-11-05;18:11:09
188;2021-11-05 18:10:59.233000;Olavide;2021-11-05;18:10:59
317;2021-11-05 18:10:15.207000;Plaza de España;2021-11-05;18:10:15
65;2021-11-05 18:10:26.457000;Plaza del Rey;2021-11-05;18:10:26
215;2021-11-05 18:10:11.290000;Plaza Mayor;2021-11-05;18:10:11
46;2021-11-05 18:10:55.513000;Villa de París;2021-11-05;18:10:55
0;2021-11-05 18:10:53.263000;Pedro Zerolo;2021-11-05;18:10:53
10;2021-11-05 18:10:29.370000;BARCO 1;2021-11-05;18:10:29
2;2021-11-05 18:10:29.883000;GRAVINA 21;2021-11-05;18:10:29
46;2021-11-05 18:10:31.010000;MERCADO SAN ANTON;2021-11-05;18:10:31
28;2021-11-05 18:10:31.777000;GARAJE PIAMONTE;2021-11-05;18:10:31
7;2021-11-05 18:10:32.423000;PARKING VOT;2021-11-05;18:10:32
44;2021-11-05 18:10:46.647000;Mercado de la Cebada;2021-11-05;18:10:46
554;2021-11-05 18:11:12.487000;Nuestra Señora del Recuerdo;2021-11-05;18:11:12
243;2021-11-05 18:11:23.163000;Avenida de Portugal;2021-11-05;18:11:23
284;2021-11-05 18:12:01.023000;Almagro;2021-11-05;18:12:01
42;2021-11-05 18:11:55.230000;Jacinto Benavente;2021-11-05;18:11:55
89;2021-11-05 18:11:18.403000;Orense;2021-11-05;18:11:18
338;2021-11-05 18:11:10.687000;Marqués de Salamanca;2021-11-05;18:11:10
110;2021-11-05 18:12:05.123000;Fuencarral;2021-11-05;18:12:05
161;2021-11-05 18:11:21.520000;Montalbán;2021-11-05;18:11:21
188;2021-11-05 18:12:03.233000;Olavide;2021-11-05;18:12:03
318;2021-11-05 18:11:19.950000;Plaza de España;2021-11-05;18:11:19
214;2021-11-05 18:11:16.773000;Plaza Mayor;2021-11-05;18:11:16
47;2021-11-05 18:11:59.273000;Villa de París;2021-11-05;18:11:59
0;2021-11-05 18:11:57.480000;Pedro Zerolo;2021-11-05;18:11:57
43;2021-11-05 18:11:59.760000;Mercado de la Cebada;2021-11-05;18:11:59
555;2021-11-05 18:12:16.587000;Nuestra Señora del Recuerdo;2021-11-05;18:12:16
243;2021-11-05 18:12:28.670000;Avenida de Portugal;2021-11-05;18:12:28
284;2021-11-05 18:13:06.037000;Almagro;2021-11-05;18:13:06
42;2021-11-05 18:13:00.530000;Jacinto Benavente;2021-11-05;18:13:00
89;2021-11-05 18:12:22.577000;Orense;2021-11-05;18:12:22
339;2021-11-05 18:12:14.630000;Marqués de Salamanca;2021-11-05;18:12:14
109;2021-11-05 18:13:10.057000;Fuencarral;2021-11-05;18:13:10
161;2021-11-05 18:12:26.593000;Montalbán;2021-11-05;18:12:26
189;2021-11-05 18:13:07.963000;Olavide;2021-11-05;18:13:07
318;2021-11-05 18:12:24.403000;Plaza de España;2021-11-05;18:12:24
210;2021-11-05 18:12:20.437000;Plaza Mayor;2021-11-05;18:12:20
46;2021-11-05 18:13:04.287000;Villa de París;2021-11-05;18:13:04
0;2021-11-05 18:13:02.237000;Pedro Zerolo;2021-11-05;18:13:02
41;2021-11-05 18:12:39.783000;Mercado de la Cebada;2021-11-05;18:12:39
556;2021-11-05 18:13:21.667000;Nuestra Señora del Recuerdo;2021-11-05;18:13:21
243;2021-11-05 18:13:32.023000;Avenida de Portugal;2021-11-05;18:13:32
283;2021-11-05 18:14:08.060000;Almagro;2021-11-05;18:14:08
42;2021-11-05 18:14:03.737000;Jacinto Benavente;2021-11-05;18:14:03
89;2021-11-05 18:13:26.827000;Orense;2021-11-05;18:13:26
338;2021-11-05 18:13:19.823000;Marqués de Salamanca;2021-11-05;18:13:19
107;2021-11-05 18:14:10.920000;Fuencarral;2021-11-05;18:14:10
162;2021-11-05 18:13:30.457000;Montalbán;2021-11-05;18:13:30
189;2021-11-05 18:14:09.497000;Olavide;2021-11-05;18:14:09
319;2021-11-05 18:13:28.377000;Plaza de España;2021-11-05;18:13:28
210;2021-11-05 18:13:25.263000;Plaza Mayor;2021-11-05;18:13:25
46;2021-11-05 18:14:06.657000;Villa de París;2021-11-05;18:14:06
1;2021-11-05 18:14:05.140000;Pedro Zerolo;2021-11-05;18:14:05
41;2021-11-05 18:13:39.807000;Mercado de la Cebada;2021-11-05;18:13:39
559;2021-11-05 18:23:48.067000;Nuestra Señora del Recuerdo;2021-11-05;18:23:48
242;2021-11-05 18:23:59.670000;Avenida de Portugal;2021-11-05;18:23:59
287;2021-11-05 18:24:37.453000;Almagro;2021-11-05;18:24:37
271;2021-11-05 18:20:17.393000;Luna-Tudescos;2021-11-05;18:20:17
41;2021-11-05 18:24:31.827000;Jacinto Benavente;2021-11-05;18:24:31
55;2021-11-05 18:20:18.267000;Arquitecto Ribera (Barceló);2021-11-05;18:20:18
281;2021-11-05 18:20:19.580000;Descalzas;2021-11-05;18:20:19
89;2021-11-05 18:23:53.730000;Orense;2021-11-05;18:23:53
339;2021-11-05 18:23:46.033000;Marqués de Salamanca;2021-11-05;18:23:46
108;2021-11-05 18:24:41.557000;Fuencarral;2021-11-05;18:24:41
138;2021-11-05 18:20:21.350000;Plaza de Oriente;2021-11-05;18:20:21
24;2021-11-05 18:20:22.430000;Sánchez Bustillo;2021-11-05;18:20:22
162;2021-11-05 18:23:57.623000;Montalbán;2021-11-05;18:23:57
189;2021-11-05 18:24:39.580000;Olavide;2021-11-05;18:24:39
319;2021-11-05 18:23:55.560000;Plaza de España;2021-11-05;18:23:55
63;2021-11-05 18:20:24.913000;Plaza del Rey;2021-11-05;18:20:24
204;2021-11-05 18:23:52.053000;Plaza Mayor;2021-11-05;18:23:52
36;2021-11-05 18:24:35.453000;Villa de París;2021-11-05;18:24:35
3;2021-11-05 18:24:33.560000;Pedro Zerolo;2021-11-05;18:24:33
7;2021-11-05 18:20:27.087000;BARCO 1;2021-11-05;18:20:27
1;2021-11-05 18:20:27.430000;GRAVINA 21;2021-11-05;18:20:27
47;2021-11-05 18:20:28.313000;MERCADO SAN ANTON;2021-11-05;18:20:28
28;2021-11-05 18:20:28.627000;GARAJE PIAMONTE;2021-11-05;18:20:28
8;2021-11-05 18:20:28.953000;PARKING VOT;2021-11-05;18:20:28
38;2021-11-05 18:24:40.970000;Mercado de la Cebada;2021-11-05;18:24:40
561;2021-11-05 18:28:59.457000;Nuestra Señora del Recuerdo;2021-11-05;18:28:59
242;2021-11-05 18:29:09.713000;Avenida de Portugal;2021-11-05;18:29:09
288;2021-11-05 18:29:47.137000;Almagro;2021-11-05;18:29:47
276;2021-11-05 18:25:17.713000;Luna-Tudescos;2021-11-05;18:25:17
38;2021-11-05 18:29:41.543000;Jacinto Benavente;2021-11-05;18:29:41
58;2021-11-05 18:25:18.617000;Arquitecto Ribera (Barceló);2021-11-05;18:25:18
282;2021-11-05 18:25:19.883000;Descalzas;2021-11-05;18:25:19
87;2021-11-05 18:29:04.740000;Orense;2021-11-05;18:29:04
342;2021-11-05 18:28:57.610000;Marqués de Salamanca;2021-11-05;18:28:57
108;2021-11-05 18:29:50.607000;Fuencarral;2021-11-05;18:29:50
136;2021-11-05 18:25:21.587000;Plaza de Oriente;2021-11-05;18:25:21
30;2021-11-05 18:25:22.777000;Sánchez Bustillo;2021-11-05;18:25:22
26;2021-11-05 18:29:58.377000;Montalbán;2021-11-05;18:29:58
190;2021-11-05 18:29:48.857000;Olavide;2021-11-05;18:29:48
314;2021-11-05 18:29:06.397000;Plaza de España;2021-11-05;18:29:06
59;2021-11-05 18:25:25.327000;Plaza del Rey;2021-11-05;18:25:25
205;2021-11-05 18:29:03.117000;Plaza Mayor;2021-11-05;18:29:03
29;2021-11-05 18:29:45.107000;Villa de París;2021-11-05;18:29:45
0;2021-11-05 18:29:43.187000;Pedro Zerolo;2021-11-05;18:29:43
7;2021-11-05 18:25:27.783000;BARCO 1;2021-11-05;18:25:27
0;2021-11-05 18:25:28.283000;GRAVINA 21;2021-11-05;18:25:28
48;2021-11-05 18:25:29.407000;MERCADO SAN ANTON;2021-11-05;18:25:29
28;2021-11-05 18:25:29.810000;GARAJE PIAMONTE;2021-11-05;18:25:29
9;2021-11-05 18:25:30.263000;PARKING VOT;2021-11-05;18:25:30
38;2021-11-05 18:29:41.263000;Mercado de la Cebada;2021-11-05;18:29:41
561;2021-11-05 18:32:09.917000;Nuestra Señora del Recuerdo;2021-11-05;18:32:09
242;2021-11-05 18:31:17.147000;Avenida de Portugal;2021-11-05;18:31:17
290;2021-11-05 18:31:54.610000;Almagro;2021-11-05;18:31:54
282;2021-11-05 18:30:17.257000;Luna-Tudescos;2021-11-05;18:30:17
37;2021-11-05 18:31:48.847000;Jacinto Benavente;2021-11-05;18:31:48
61;2021-11-05 18:30:18.250000;Arquitecto Ribera (Barceló);2021-11-05;18:30:18
284;2021-11-05 18:30:19.500000;Descalzas;2021-11-05;18:30:19
87;2021-11-05 18:32:15.340000;Orense;2021-11-05;18:32:15
340;2021-11-05 18:32:08.277000;Marqués de Salamanca;2021-11-05;18:32:08
107;2021-11-05 18:31:58.663000;Fuencarral;2021-11-05;18:31:58
141;2021-11-05 18:30:21.127000;Plaza de Oriente;2021-11-05;18:30:21
29;2021-11-05 18:30:22.207000;Sánchez Bustillo;2021-11-05;18:30:22
24;2021-11-05 18:32:06.463000;Montalbán;2021-11-05;18:32:06
189;2021-11-05 18:31:56.690000;Olavide;2021-11-05;18:31:56
310;2021-11-05 18:31:13.067000;Plaza de España;2021-11-05;18:31:13
59;2021-11-05 18:30:24.587000;Plaza del Rey;2021-11-05;18:30:24
207;2021-11-05 18:32:13.387000;Plaza Mayor;2021-11-05;18:32:13
28;2021-11-05 18:31:52.657000;Villa de París;2021-11-05;18:31:52
0;2021-11-05 18:31:50.757000;Pedro Zerolo;2021-11-05;18:31:50
8;2021-11-05 18:30:27.590000;BARCO 1;2021-11-05;18:30:27
0;2021-11-05 18:30:27.903000;GRAVINA 21;2021-11-05;18:30:27
48;2021-11-05 18:30:28.827000;MERCADO SAN ANTON;2021-11-05;18:30:28
28;2021-11-05 18:30:29.233000;GARAJE PIAMONTE;2021-11-05;18:30:29
10;2021-11-05 18:30:29.637000;PARKING VOT;2021-11-05;18:30:29
34;2021-11-05 18:31:41.417000;Mercado de la Cebada;2021-11-05;18:31:41
560;2021-11-05 18:35:21.533000;Nuestra Señora del Recuerdo;2021-11-05;18:35:21
242;2021-11-05 18:35:32.480000;Avenida de Portugal;2021-11-05;18:35:32
290;2021-11-05 18:35:06.447000;Almagro;2021-11-05;18:35:06
283;2021-11-05 18:35:17.493000;Luna-Tudescos;2021-11-05;18:35:17
30;2021-11-05 18:35:00.940000;Jacinto Benavente;2021-11-05;18:35:00
65;2021-11-05 18:35:18.357000;Arquitecto Ribera (Barceló);2021-11-05;18:35:18
277;2021-11-05 18:35:19.580000;Descalzas;2021-11-05;18:35:19
87;2021-11-05 18:35:27.097000;Orense;2021-11-05;18:35:27
341;2021-11-05 18:35:19.847000;Marqués de Salamanca;2021-11-05;18:35:19
103;2021-11-05 18:35:10.210000;Fuencarral;2021-11-05;18:35:10
136;2021-11-05 18:35:21.253000;Plaza de Oriente;2021-11-05;18:35:21
24;2021-11-05 18:35:22.363000;Sánchez Bustillo;2021-11-05;18:35:22
162;2021-11-05 18:35:30.623000;Montalbán;2021-11-05;18:35:30
188;2021-11-05 18:35:08.510000;Olavide;2021-11-05;18:35:08
312;2021-11-05 18:35:28.743000;Plaza de España;2021-11-05;18:35:28
57;2021-11-05 18:35:24.950000;Plaza del Rey;2021-11-05;18:35:24
208;2021-11-05 18:35:25.450000;Plaza Mayor;2021-11-05;18:35:25
30;2021-11-05 18:35:04.913000;Villa de París;2021-11-05;18:35:04
1;2021-11-05 18:35:02.847000;Pedro Zerolo;2021-11-05;18:35:02
5;2021-11-05 18:35:27.177000;BARCO 1;2021-11-05;18:35:27
0;2021-11-05 18:35:27.553000;GRAVINA 21;2021-11-05;18:35:27
48;2021-11-05 18:35:28.410000;MERCADO SAN ANTON;2021-11-05;18:35:28
8;2021-11-05 18:35:29.070000;PARKING VOT;2021-11-05;18:35:29
34;2021-11-05 18:35:41.797000;Mercado de la Cebada;2021-11-05;18:35:41
560;2021-11-05 18:37:29.563000;Nuestra Señora del Recuerdo;2021-11-05;18:37:29
242;2021-11-05 18:37:40.417000;Avenida de Portugal;2021-11-05;18:37:40
292;2021-11-05 18:37:14.127000;Almagro;2021-11-05;18:37:14
28;2021-11-05 18:37:08.130000;Jacinto Benavente;2021-11-05;18:37:08
88;2021-11-05 18:37:35.360000;Orense;2021-11-05;18:37:35
340;2021-11-05 18:37:27.687000;Marqués de Salamanca;2021-11-05;18:37:27
100;2021-11-05 18:37:17.943000;Fuencarral;2021-11-05;18:37:17
162;2021-11-05 18:37:38.743000;Montalbán;2021-11-05;18:37:38
190;2021-11-05 18:37:15.927000;Olavide;2021-11-05;18:37:15
310;2021-11-05 18:37:37.007000;Plaza de España;2021-11-05;18:37:37
206;2021-11-05 18:37:33.393000;Plaza Mayor;2021-11-05;18:37:33
32;2021-11-05 18:37:12.303000;Villa de París;2021-11-05;18:37:12
0;2021-11-05 18:37:10.320000;Pedro Zerolo;2021-11-05;18:37:10
38;2021-11-05 18:37:42.007000;Mercado de la Cebada;2021-11-05;18:37:42
293;2021-11-05 18:38:17.003000;Almagro;2021-11-05;18:38:17
25;2021-11-05 18:38:12.080000;Jacinto Benavente;2021-11-05;18:38:12
341;2021-11-05 18:38:28.887000;Marqués de Salamanca;2021-11-05;18:38:28
100;2021-11-05 18:38:20.457000;Fuencarral;2021-11-05;18:38:20
22;2021-11-05 18:38:27.187000;Montalbán;2021-11-05;18:38:27
188;2021-11-05 18:38:18.757000;Olavide;2021-11-05;18:38:18
33;2021-11-05 18:38:15.450000;Villa de París;2021-11-05;18:38:15
0;2021-11-05 18:38:13.757000;Pedro Zerolo;2021-11-05;18:38:13
560;2021-11-05 18:39:34.683000;Nuestra Señora del Recuerdo;2021-11-05;18:39:34
242;2021-11-05 18:38:41.553000;Avenida de Portugal;2021-11-05;18:38:41
293;2021-11-05 18:39:19.790000;Almagro;2021-11-05;18:39:19
23;2021-11-05 18:39:13.737000;Jacinto Benavente;2021-11-05;18:39:13
88;2021-11-05 18:38:36.217000;Orense;2021-11-05;18:38:36
341;2021-11-05 18:39:32.800000;Marqués de Salamanca;2021-11-05;18:39:32
100;2021-11-05 18:39:23.087000;Fuencarral;2021-11-05;18:39:23
23;2021-11-05 18:39:30.767000;Montalbán;2021-11-05;18:39:30
188;2021-11-05 18:39:21.613000;Olavide;2021-11-05;18:39:21
308;2021-11-05 18:38:38.167000;Plaza de España;2021-11-05;18:38:38
203;2021-11-05 18:38:34.197000;Plaza Mayor;2021-11-05;18:38:34
34;2021-11-05 18:39:17.617000;Villa de París;2021-11-05;18:39:17
1;2021-11-05 18:39:15.557000;Pedro Zerolo;2021-11-05;18:39:15
35;2021-11-05 18:39:37.193000;Mercado de la Cebada;2021-11-05;18:39:37
242;2021-11-05 18:39:46.307000;Avenida de Portugal;2021-11-05;18:39:46
294;2021-11-05 18:40:23.553000;Almagro;2021-11-05;18:40:23
286;2021-11-05 18:40:17.407000;Luna-Tudescos;2021-11-05;18:40:17
25;2021-11-05 18:40:18.393000;Jacinto Benavente;2021-11-05;18:40:18
62;2021-11-05 18:40:20.067000;Arquitecto Ribera (Barceló);2021-11-05;18:40:20
278;2021-11-05 18:40:21.867000;Descalzas;2021-11-05;18:40:21
88;2021-11-05 18:39:40.317000;Orense;2021-11-05;18:39:40
341;05/11/2021 18:40;Marqués de Salamanca;44505,7782;60185
101;2021-11-05 18:40:27.670000;Fuencarral;2021-11-05;18:40:27
131;2021-11-05 18:40:23.680000;Plaza de Oriente;2021-11-05;18:40:23
24;2021-11-05 18:40:24.837000;Sánchez Bustillo;2021-11-05;18:40:24
23;2021-11-05 18:40:34.950000;Montalbán;2021-11-05;18:40:34
189;2021-11-05 18:40:25.870000;Olavide;2021-11-05;18:40:25
309;2021-11-05 18:39:42.380000;Plaza de España;2021-11-05;18:39:42
56;2021-11-05 18:40:27.480000;Plaza del Rey;2021-11-05;18:40:27
204;2021-11-05 18:39:38.570000;Plaza Mayor;2021-11-05;18:39:38
33;2021-11-05 18:40:21.617000;Villa de París;2021-11-05;18:40:21
0;2021-11-05 18:40:19.943000;Pedro Zerolo;2021-11-05;18:40:19
8;2021-11-05 18:40:29.890000;BARCO 1;2021-11-05;18:40:29
0;2021-11-05 18:40:30.377000;GRAVINA 21;2021-11-05;18:40:30
46;2021-11-05 18:40:31.503000;MERCADO SAN ANTON;2021-11-05;18:40:31
28;2021-11-05 18:40:31.927000;GARAJE PIAMONTE;2021-11-05;18:40:31
10;2021-11-05 18:40:32.493000;PARKING VOT;2021-11-05;18:40:32
36;2021-11-05 18:40:35.027000;Mercado de la Cebada;2021-11-05;18:40:35
560;2021-11-05 18:40:38.773000;Nuestra Señora del Recuerdo;2021-11-05;18:40:38
242;2021-11-05 18:40:49.710000;Avenida de Portugal;2021-11-05;18:40:49
296;2021-11-05 18:41:27.893000;Almagro;2021-11-05;18:41:27
23;2021-11-05 18:41:21.483000;Jacinto Benavente;2021-11-05;18:41:21
88;05/11/2021 18:40;Orense;44505,7782;7037
100;2021-11-05 18:41:31.873000;Fuencarral;2021-11-05;18:41:31
23;2021-11-05 18:41:39.450000;Montalbán;2021-11-05;18:41:39
189;2021-11-05 18:41:29.797000;Olavide;2021-11-05;18:41:29
308;2021-11-05 18:40:46.080000;Plaza de España;2021-11-05;18:40:46
203;2021-11-05 18:40:42.203000;Plaza Mayor;2021-11-05;18:40:42
34;2021-11-05 18:41:25.907000;Villa de París;2021-11-05;18:41:25
0;2021-11-05 18:41:23.687000;Pedro Zerolo;2021-11-05;18:41:23
36;2021-11-05 18:41:22.343000;Mercado de la Cebada;2021-11-05;18:41:22
559;2021-11-05 18:41:43.353000;Nuestra Señora del Recuerdo;2021-11-05;18:41:43
242;2021-11-05 18:41:53.547000;Avenida de Portugal;2021-11-05;18:41:53
296;2021-11-05 18:42:30.720000;Almagro;2021-11-05;18:42:30
24;2021-11-05 18:42:25.440000;Jacinto Benavente;2021-11-05;18:42:25
88;2021-11-05 18:41:48.633000;Orense;2021-11-05;18:41:48
340;2021-11-05 18:41:41.373000;Marqués de Salamanca;2021-11-05;18:41:41
102;2021-11-05 18:42:34.377000;Fuencarral;2021-11-05;18:42:34
25;2021-11-05 18:42:41.133000;Montalbán;2021-11-05;18:42:41
189;2021-11-05 18:42:32.627000;Olavide;2021-11-05;18:42:32
309;2021-11-05 18:41:50.327000;Plaza de España;2021-11-05;18:41:50
205;2021-11-05 18:41:47.003000;Plaza Mayor;2021-11-05;18:41:47
33;2021-11-05 18:42:29.093000;Villa de París;2021-11-05;18:42:29
3;2021-11-05 18:42:27.087000;Pedro Zerolo;2021-11-05;18:42:27
36;2021-11-05 18:42:37.600000;Mercado de la Cebada;2021-11-05;18:42:37
556;2021-11-05 18:43:46.687000;Nuestra Señora del Recuerdo;2021-11-05;18:43:46
240;2021-11-05 18:42:54.040000;Avenida de Portugal;2021-11-05;18:42:54
296;2021-11-05 18:43:31.503000;Almagro;2021-11-05;18:43:31
21;2021-11-05 18:43:26.217000;Jacinto Benavente;2021-11-05;18:43:26
88;2021-11-05 18:42:48.420000;Orense;2021-11-05;18:42:48
